Codigo|Produtos|Codigo.Fiscal Regime Simples|Codigo.Fiscal Regime Normal|NCM|CST ICMS|CST PIS/ COFINS NA ENTRADA|CST PIS/ COFINS NA SAÍDA|CFOP
3|PUX 01 M MARFIM|||9403.90.10|00|50|01|5102
4|PUX 01 M MOGNO|||9403.90.10|00|50|01|5102
5|PUX 01 P CEREJEIRA|||9403.90.10|00|50|01|5102
6|PUX 01 P MARFIM|||9403.90.10|00|50|01|5102
7|PUX 01 P MOGNO|||9403.90.10|00|50|01|5102
8|PUX 02 M CEREJEIRA|||9403.90.10|00|50|01|5102
9|PUX 02 M MARFIM|||9403.90.10|00|50|01|5102
10|PUX 02 M MOGNO|||9403.90.10|00|50|01|5102
11|PUX 02 P CEREJEIRA|||9403.90.10|00|50|01|5102
12|PUX 02 P MARFIM|||9403.90.10|00|50|01|5102
13|PUX 02 P MOGNO|||9403.90.10|00|50|01|5102
14|PUX 03 M CEREJEIRA|||9403.90.10|00|50|01|5102
15|PUX 03 M MARFIM|||9403.90.10|00|50|01|5102
16|PUX 03 M MOGNO|||9403.90.10|00|50|01|5102
17|PUX 03 P CEREJEIRA|||9403.90.10|00|50|01|5102
18|PUX 03 P MARFIM|||9403.90.10|00|50|01|5102
19|PUX 03 P MOGNO|||9403.90.10|00|50|01|5102
21|CHAVEIRO|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
23|FLEXTEC FT 101 390 GRS|||9403.90.10|00|50|01|5102
1028802|CASCOLA M E FIXA PL500 360 GRS|35061090.5102.0101.0000|35061090..0000.0000|3506.10.90|00|50|01|5102
1028801|CASCOLA M E FIXA PL500 085 GRS|35061090.5102.0101.0000|35069190..0010.0000|3506.10.90|00|50|01|5102
26|PUX 111 P CEREJEIRA|||9403.90.10|00|50|01|5102
27|PUX 111 P MARFIM|||9403.90.10|00|50|01|5102
28|PUX 111 P MOGNO|||9403.90.10|00|50|01|5102
29|PUX 111 PP CEREJEIRA|||9403.90.10|00|50|01|5102
30|PUX 111 PP MARFIM|||9403.90.10|00|50|01|5102
31|PUX 111 PP MOGNO|||9403.90.10|00|50|01|5102
32|PUX 112 P CEREJEIRA|||9403.90.10|00|50|01|5102
33|PUX 112 P MARFIM|||9403.90.10|00|50|01|5102
34|PUX 112 P MOGNO|||9403.90.10|00|50|01|5102
35|PUX 112 PP CEREJEIRA|||9403.90.10|00|50|01|5102
36|PUX 112 PP MARFIM|||9403.90.10|00|50|01|5102
37|PUX 112 PP MOGNO|||9403.90.10|00|50|01|5102
38|PUX 114 P CEREJEIRA|||9403.90.10|00|50|01|5102
39|PUX 114 P MARFIM|||9403.90.10|00|50|01|5102
40|PUX 114 P MOGNO|||9403.90.10|00|50|01|5102
41|PUX 114 PP CEREJEIRA|||9403.90.10|00|50|01|5102
42|PUX 114 PP MARFIM|||9403.90.10|00|50|01|5102
43|PUX 114 PP MOGNO|||9403.90.10|00|50|01|5102
44|MDF FINILINE 2,75X1,83  6MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
45|MDF WENGUE 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
115000|PUX 1150 HC C/TRAVA PRETO|||9403.90.10|00|50|01|5102
48|MDF FINILINE 2,75X1,83 18MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
49|MDF PEROLA MAIORCA   15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
50|PUX 116 P CEREJEIRA|||9403.90.10|00|50|01|5102
51|PUX 116 P MARFIM|||9403.90.10|00|50|01|5102
52|PUX 116 P MOGNO|||9403.90.10|00|50|01|5102
53|PUX 116 PP CEREJEIRA|||9403.90.10|00|50|01|5102
54|PUX 116 PP MARFIM|||9403.90.10|00|50|01|5102
55|PUX 116 PP MOGNO|||9403.90.10|00|50|01|5102
56|PUX 117 P CEREJEIRA|||9403.90.10|00|50|01|5102
57|PUX 117 P MARFIM|||9403.90.10|00|50|01|5102
58|PUX 117 P MOGNO|||9403.90.10|00|50|01|5102
59|PUX 117 PP CEREJEIRA|||9403.90.10|00|50|01|5102
60|PUX 117 PP MARFIM|||9403.90.10|00|50|01|5102
61|PUX 117 PP MOGNO|||9403.90.10|00|50|01|5102
62|PUX 118 P CEREJEIRA|||9403.90.10|00|50|01|5102
63|PUX 118 P MARFIM|||9403.90.10|00|50|01|5102
64|PUX 118 P MOGNO|||9403.90.10|00|50|01|5102
65|PUX 118 PP CEREJEIRA|||9403.90.10|00|50|01|5102
66|PUX 118 PP MARFIM|||9403.90.10|00|50|01|5102
67|PUX 118 PP MOGNO|||9403.90.10|00|50|01|5102
68|PUX 119 P CEREJEIRA|||9403.90.10|00|50|01|5102
69|PUX 119 P MARFIM|||9403.90.10|00|50|01|5102
70|PUX 119 P MOGNO|||9403.90.10|00|50|01|5102
71|PUX 119 PP CEREJEIRA|||9403.90.10|00|50|01|5102
72|PUX 119 PP MARFIM|||9403.90.10|00|50|01|5102
73|PUX 119 PP MOGNO|||9403.90.10|00|50|01|5102
74|PUX 120 P CEREJEIRA|||9403.90.10|00|50|01|5102
75|PUX 120 P MARFIM|||9403.90.10|00|50|01|5102
76|PUX 120 P MOGNO|||9403.90.10|00|50|01|5102
77|PUX 120 PP CEREJEIRA|||9403.90.10|00|50|01|5102
78|PUX 120 PP MARFIM|||9403.90.10|00|50|01|5102
79|PUX 120 PP MOGNO|||9403.90.10|00|50|01|5102
80|PUX 121 P CEREJEIRA|||9403.90.10|00|50|01|5102
81|PUX 121 P MARFIM|||9403.90.10|00|50|01|5102
82|PUX 121 P MOGNO|||9403.90.10|00|50|01|5102
83|PUX 121 PP CEREJEIRA|||9403.90.10|00|50|01|5102
84|PUX 121 PP MARFIM|||9403.90.10|00|50|01|5102
85|PUX 121 PP MOGNO|||9403.90.10|00|50|01|5102
86|PUX 123 P CEREJEIRA|||9403.90.10|00|50|01|5102
87|PUX 123 P MARFIM|||9403.90.10|00|50|01|5102
88|PUX 123 P MOGNO|||9403.90.10|00|50|01|5102
89|PUX 123 PP CEREJEIRA|||9403.90.10|00|50|01|5102
90|PUX 123 PP MARFIM|||9403.90.10|00|50|01|5102
91|PUX 123 PP MOGNO|||9403.90.10|00|50|01|5102
92|PUX 124 P CEREJEIRA|||9403.90.10|00|50|01|5102
93|PUX 124 P MARFIM|||9403.90.10|00|50|01|5102
94|PUX 124 P MOGNO|||9403.90.10|00|50|01|5102
95|PUX 124 PP CEREJEIRA|||9403.90.10|00|50|01|5102
96|PUX 124 PP MARFIM|||9403.90.10|00|50|01|5102
97|PUX 124 PP MOGNO|||9403.90.10|00|50|01|5102
98|PUX 125 P CEREJEIRA|||9403.90.10|00|50|01|5102
99|PUX 125 P MARFIM|||9403.90.10|00|50|01|5102
100|PUX 125 P MOGNO|||9403.90.10|00|50|01|5102
101|PUX 125 PP CEREJEIRA|||9403.90.10|00|50|01|5102
102|PUX 125 PP MARFIM|||9403.90.10|00|50|01|5102
103|PUX 125 PP MOGNO|||9403.90.10|00|50|01|5102
104|MDF IMBUIA 2,75X1,83  6MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
105|MDF IMBUIA 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
106|MDF IMBUIA 2,75X1,83 18MM 1FACE|44111490.5102.0101.0000|44111490.5102.0000.2000|4411.13.99|00|50|01|5102
107|MDF IMBUIA 2,75X1,83 18MM 2FAC|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
108|MDF MARFIM LINHEIRO 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
109|MDF MARFIM LINHEIRO 2,75X1,83 18MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
110|MDF EBANO 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
111|MDF PEROBA DO CAMPO 2,75X1,83 6MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
113|MDF PEROLA MAIORCA 2,75X1,83 18MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
114|MDF OVO 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
115|MDF NOCE BRIANZA 2,75X1,83 6MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
116|MDF NOCE BRIANZA 2,75X1,83 18MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
117|MDF NOCE BRIANZA 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
120|MDF MARFIM LINHEIRO 2,75X1,83 6MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
122|PUX MITAL 152/224 AL CR|||9403.90.10|00|50|01|5102
123|MDF NAVAL CRU 09MM 2,75X1,84|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
126|PUX MITAL 153 AL CR|||9403.90.10|00|50|01|5102
194|MDF OVO 2,75X1,83 18MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
195|MDF PRETO 2,75X1,83 15MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
196|MDF PRETO 2,75X1,83 18MM 2FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
586870|LOCTITE TAPE BON 48X10|35061010..0101.0000|35061010..0000.0000|3506.10.10|00|50|01|5102
294134|LOCTITE SUP LUB 300ML|27101932.5405.0500.0000|27101932.5405.0060.0000|2710.19.32|00|50|01|5102
199|MDF WENGUE 2,75X1,83 06MM 1FACE|44111490.5405.0500.0000|44111490.5405.0060.0000|4411.13.99|00|50|01|5102
273|PLACA P/INTERRUPTOR A 00 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
274|PLACA P/INTERRUPTOR A 00 MARFIM 4X2|||9403.90.10|00|50|01|5102
275|PLACA P/INTERRUPTOR A 00 MOGNO 4X2|||9403.90.10|00|50|01|5102
276|PLACA P/INTERRUPTOR A 01 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
277|PLACA P/INTERRUPTOR A 01 MARFIM 4X2|||9403.90.10|00|50|01|5102
278|PLACA P/INTERRUPTOR A 01 MOGNO 4X2|||9403.90.10|00|50|01|5102
279|PLACA P/INTERRUPTOR A 02 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
280|PLACA P/INTERRUPTOR A 02 MARFIM 4X2|||9403.90.10|00|50|01|5102
281|PLACA P/INTERRUPTOR A 02 MOGNO 4X2|||9403.90.10|00|50|01|5102
282|PLACA P/INTERRUPTOR A 03 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
283|PLACA P/INTERRUPTOR A 03 MARFIM 4X2|||9403.90.10|00|50|01|5102
284|PLACA P/INTERRUPTOR A 03 MOGNO 4X2|||9403.90.10|00|50|01|5102
285|PLACA P/INTERRUPTOR A 05 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
286|PLACA P/INTERRUPTOR A 05 MARFIM 4X2|||9403.90.10|00|50|01|5102
287|PLACA P/INTERRUPTOR A 05 MOGNO 4X2|||9403.90.10|00|50|01|5102
288|PLACA P/INTERRUPTOR A 06 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
289|PLACA P/INTERRUPTOR A 06 MARFIM 4X2|||9403.90.10|00|50|01|5102
290|PLACA P/INTERRUPTOR A 06 MOGNO 4X2|||9403.90.10|00|50|01|5102
291|PLACA P/INTERRUPTOR A 08 CEREJEIRA 4X2|||9403.90.10|00|50|01|5102
292|PLACA P/INTERRUPTOR A 08 MARFIM 4X2|||9403.90.10|00|50|01|5102
293|PLACA P/INTERRUPTOR A 08 MOGNO 4X2|||9403.90.10|00|50|01|5102
295|ACABAMENTO DE TRILHO ALX 2 M|||7604.29.20|00|50|01|5102
296|ACABAMENTO DE TRILHO ALX 3 M|||7604.29.20|00|50|01|5102
297|FORM ACAB MADEIRADO|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
5539503234|ADOLOX K 131 120 610X75|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58244|ADOLOX PANO K 121 / 610 X 75  060|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58225|ADOLOX PANO K 121 / 610 X 75  120|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58239|ADOLOX PANO K 131 / 533 X 75  050|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58243|ADOLOX PANO K 131 / 533 X 75  060|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58218|ADOLOX PANO K 131 / 533 X 75  080|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58220|ADOLOX PANO K 131 / 533 X 75  100|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
58224|ADOLOX PANO K 131 / 533 X 75  120|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
3230|ADOLOX K 131 080 610X75|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
313|ADOLOX PANO K 131 100 610X75|68051000.5102.0101.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
314|ADUELA ANGE MARGOSO 13CM|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
320|ADUELA DE ANGELIM 13CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
321|ADUELA DE ANGELIM 15CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
12208|ALCA GRANDE|||DÚVIDA|NT|NT|NT|
12108|ALCA MEDIA|||DÚVIDA|NT|NT|NT|
12008|ALCA PEQUENA L.O|||DÚVIDA|NT|NT|NT|
334|ALGODAO PCT 400GRS|52030000.5102.0101.0000|52030000.5102.0000.2000|5203.00.00|00|50|01|5102
337|ALISAR 5 X 1 ANGELIM|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
339|ALISAR 5 X 1 CEDRINHO|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
342|ALISAR MOLDURADO M01 ANGELIM 6X1,5|||DÚVIDA|NT|NT|NT|
343|ALISAR MOLDURADO M01 ITAUBA 6X1,5|||DÚVIDA|NT|NT|NT|
344|ALISAR MOLDURADO M02 ANGELIM 7X2|||DÚVIDA|NT|NT|NT|
345|ALISAR MOLDURADO M02 ITAUBA 7X2|||DÚVIDA|NT|NT|NT|
346|ALISAR MOLDURADO M03 ANGELIM 7X2|||DÚVIDA|NT|NT|NT|
347|ALISAR MOLDURADO M03 ITAUBA 7X3|||DÚVIDA|NT|NT|NT|
348|ALISAR MOLDURADO M04 ANGELIM 6X1,5|||DÚVIDA|NT|NT|NT|
349|ALISAR MOLDURADO M04 ITAUBA 6X1,5|||DÚVIDA|NT|NT|NT|
350|ALISAR MOLDURADO M05 ANGELIM 5X1,5|||DÚVIDA|NT|NT|NT|
351|ALISAR MOLDURADO M05 ITAUBA 5X1,5|||DÚVIDA|NT|NT|NT|
352|ALISAR MOLDURADO M06 ANGELIM 7X1,2|||DÚVIDA|NT|NT|NT|
353|ALISAR MOLDURADO M06 ITAUBA 7X1,2|||DÚVIDA|NT|NT|NT|
354|ALISAR MOLDURADO M07 ANGELIM 7X1,5|||DÚVIDA|NT|NT|NT|
355|ALISAR MOLDURADO M07 ITAUBA 7X1,5|||DÚVIDA|NT|NT|NT|
356|ANGELIN 4 C BRUTO|44079990.5102.0101.0000|44079990.5405.0060.0000|4407.99.90|00|50|01|5102
357|APOIO AJUST MOVEL|||DÚVIDA|NT|NT|NT|
358|ARCO COLONIAL 13 CM 60 CM ANGELIN|||DÚVIDA|NT|NT|NT|
359|ARCO COLONIAL 13 CM 70 CM ANGELIN|||DÚVIDA|NT|NT|NT|
360|ARCO COLONIAL 13 CM 80 CM ANGELIN|||DÚVIDA|NT|NT|NT|
361|ARCO IMPERIAL 13 CM 60 CM|||DÚVIDA|NT|NT|NT|
362|ARCO IMPERIAL 13 CM 70 CM|||DÚVIDA|NT|NT|NT|
363|ARCO IMPERIAL 13 CM 80 CM|||DÚVIDA|NT|NT|NT|
364|ARCO COLONIAL 13 CM 60 CM LIPTUS|||DÚVIDA|NT|NT|NT|
365|ARCO COLONIAL 13 CM 70 CM LIPTUS|||DÚVIDA|NT|NT|NT|
366|ARCO COLONIAL 13 CM 80 CM LIPTUS|||DÚVIDA|NT|NT|NT|
367|ARCO 001|||DÚVIDA|NT|NT|NT|
368|ARCO 002|||DÚVIDA|NT|NT|NT|
369|ARCO 003|||DÚVIDA|NT|NT|NT|
370|ARCO 004|||DÚVIDA|NT|NT|NT|
371|ARCO 011|||DÚVIDA|NT|NT|NT|
372|ARCO 012|||DÚVIDA|NT|NT|NT|
373|ARCO 013|||DÚVIDA|NT|NT|NT|
374|ARCO 015|||DÚVIDA|NT|NT|NT|
375|ARCO 017|||DÚVIDA|NT|NT|NT|
376|ARCO 021|||DÚVIDA|NT|NT|NT|
377|ARCO 034|||DÚVIDA|NT|NT|NT|
378|ARCO 035|||DÚVIDA|NT|NT|NT|
379|ARGOLA BRISE DE BRANCO|||DÚVIDA|NT|NT|NT|
380|ARGOLA BRISE DE CEREJEIRA|||DÚVIDA|NT|NT|NT|
381|ARGOLA BRISE DE MARFIM|||DÚVIDA|NT|NT|NT|
382|ARGOLA BRISE DE MOGNO|||DÚVIDA|NT|NT|NT|
383|ARGOLA BRISE DE TABACO|||DÚVIDA|NT|NT|NT|
384|ARGOLA DE MADEIRA BRANCO|||DÚVIDA|NT|NT|NT|
385|ARGOLA DE MADEIRA MARFIM|||DÚVIDA|NT|NT|NT|
386|ARGOLA DE MADEIRA MOGNO|||DÚVIDA|NT|NT|NT|
387|ARGOLA MEDIO DE BRANCO|||DÚVIDA|NT|NT|NT|
388|ARGOLA MEDIO DE CEREJEIRA|||DÚVIDA|NT|NT|NT|
389|ARGOLA MEDIO DE MARFIM|||DÚVIDA|NT|NT|NT|
390|ARGOLA MEDIO DE MOGNO|||DÚVIDA|NT|NT|NT|
391|ARGOLA MEDIO DE TABACO|||DÚVIDA|NT|NT|NT|
392|ARGOLAS 001/13CM|||DÚVIDA|NT|NT|NT|
393|ARGOLAS 001/18CM|||DÚVIDA|NT|NT|NT|
394|ARGOLAS 002/13CM|||DÚVIDA|NT|NT|NT|
395|ARGOLAS 002/18CM|||DÚVIDA|NT|NT|NT|
396|ARGOLAS 003/13CM|||DÚVIDA|NT|NT|NT|
397|ARGOLAS 003/18CM|||DÚVIDA|NT|NT|NT|
398|ARGOLAS 004/13CM|||DÚVIDA|NT|NT|NT|
399|ARGOLAS 004/18CM|||DÚVIDA|NT|NT|NT|
400|ARGOLAS 011/13CM|||DÚVIDA|NT|NT|NT|
401|ARGOLAS 011/18CM|||DÚVIDA|NT|NT|NT|
402|ARGOLAS 012/18CM|||DÚVIDA|NT|NT|NT|
403|ARGOLAS 013/18CM|||DÚVIDA|NT|NT|NT|
404|ARGOLAS 017/13CM|||DÚVIDA|NT|NT|NT|
405|ARGOLAS 017/18CM|||DÚVIDA|NT|NT|NT|
406|ARREM 10 X 9 BRANCO|||DÚVIDA|NT|NT|NT|
407|ARREM 10 X 9 MARFIM|||DÚVIDA|NT|NT|NT|
408|ARREM 10 X 9 MARROM|||DÚVIDA|NT|NT|NT|
409|ARREM 10 X 9 PRETO|||DÚVIDA|NT|NT|NT|
410|ARREM A INTERM CROM|||DÚVIDA|NT|NT|NT|
411|ARREM SELEKTA PRO 2000|||DÚVIDA|NT|NT|NT|
415|FORM ART WOOD/GRAPHIC GRUPO 1 3.08X1.25|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
416|FORM ART WOOD/GRAPHIC GRUPO 2 3.08X1.25|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
417|FORM ART WOOD/GRAPHIC GRUPO 3 3.08X1.25|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
418|FORM ART WOOD/GRAPHIC GRUPO 4 3.08X1.25|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
419|FORM ART WOOD/GRAPHIC GRUPO 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
420|FORM ART WOOD/GRAPHIC GRUPO 6|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
421|ARTICULACAO EM ACO 561 FOX 14|83024100.5102.0101.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
422|ARTICULACAO EM ACO 561 FOX 7|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
12508|ARTICULACAO PARA JAN L.O|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
424|ARTICULAD LIFT 90 GRAUS PAR|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
425|ARTICULAD LIFT EXACT PAR|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
426|ARTICULAD LIFT 75 GRAUS JR PAR|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
427|ARTICULAD LIFT PARAL 16|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
428|ARTICULAD LIFT PARAL 18|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
429|ARVOPLAC MEL 15MM 2,75X1,85 ARG/OVO/B|||DÚVIDA|NT|NT|NT|
430|ARVOPLAC MEL 18MM 2,75X1,85 ARG/OVO/B|||DÚVIDA|NT|NT|NT|
431|ARVOPLAC MEL 25MM 2,75X1,85 ARG/OVO/B|44119290.5102.0101.0000|44119290.5102.0000.2000|4411.92.90|00|50|01|5102
432|ASSOALHO DE IPE CHAMPAGNE 1A 15X2|44072920.5102.0101.0000|44189000.5405.0060.0000|4407.29.20|00|50|01|5102
58316|ASSOALHO DURITE S/411 024|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
58325|ASSOALHO DURITE S/411 036|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
58352|ASSOALHO DURITE S/422 100|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
58335|ASSOALHO DURITE S/422 050|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
58425|ASSOALHO DURITE S/422 060|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
58346|ASSOALHO DURITE S/422 080|44189000.5405.0500.0000|44189000.5405.0060.0000|6805.20.00|00|50|01|5102
447|FECH IDEA WC CRO AC|83014000.5102.0101.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
1465|FECH IDEA EXT CRO AC|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
1466|FECH HANDY WC CRO CA|83014000.5102.0101.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
2915|FECH HANDY INT CRO CA|83014000.5102.0101.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
1469|FECH EXATA 2 AA ROS CRO|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
2916|FECH EXATA 2 AA ROS CRO CA|83014000.5405.0500.0000|83014000.5102.0000.2000|8301.40.00|60|50|01|5405
456|PLACA P/INTERRUPTOR B OO CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
457|PLACA P/INTERRUPTOR B 00 MARFIM 4X4|||9403.90.10|00|50|01|5102
458|PLACA P/INTERRUPTOR B 00 MOGNO 4X4|||9403.90.10|00|50|01|5102
459|PLACA P/INTERRUPTOR B 08 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
460|PLACA P/INTERRUPTOR B 08 MARFIM 4X4|||9403.90.10|00|50|01|5102
461|PLACA P/INTERRUPTOR B 08 MOGNO 4X4|||9403.90.10|00|50|01|5102
462|PLACA P/INTERRUPTOR B 11 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
463|PLACA P/INTERRUPTOR B 11 MARFIM 4X4|||9403.90.10|00|50|01|5102
464|PLACA P/INTERRUPTOR B 11 MOGNO 4X4|||9403.90.10|00|50|01|5102
465|PLACA P/INTERRUPTOR B 12 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
466|PLACA P/INTERRUPTOR B 12 MARFIM 4X4|||9403.90.10|00|50|01|5102
467|PLACA P/INTERRUPTOR B 12 MOGNO 4X4|||9403.90.10|00|50|01|5102
468|PLACA P/INTERRUPTOR B 13 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
469|PLACA P/INTERRUPTOR B 13 MARFIM 4X4|||9403.90.10|00|50|01|5102
470|PLACA P/INTERRUPTOR B 13 MOGNO 4X4|||9403.90.10|00|50|01|5102
471|PLACA P/INTERRUPTOR B 15 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
472|PLACA P/INTERRUPTOR B 15 MARFIM 4X4|||9403.90.10|00|50|01|5102
473|PLACA P/INTERRUPTOR B 15 MOGNO 4X4|||9403.90.10|00|50|01|5102
474|PLACA P/INTERRUPTOR B 16 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
475|PLACA P/INTERRUPTOR B 16 MARFIM 4X4|||9403.90.10|00|50|01|5102
476|PLACA P/INTERRUPTOR B 16 MOGNO 4X4|||9403.90.10|00|50|01|5102
477|PLACA P/INTERRUPTOR B 18 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
478|PLACA P/INTERRUPTOR B 18 MARFIM 4X4|||9403.90.10|00|50|01|5102
479|PLACA P/INTERRUPTOR B 18 MOGNO 4X4|||9403.90.10|00|50|01|5102
480|PLACA P/INTERRUPTOR B 22 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
481|PLACA P/INTERRUPTOR B 22 MARFIM 4X4|||9403.90.10|00|50|01|5102
482|PLACA P/INTERRUPTOR B 22 MOGNO 4X4|||9403.90.10|00|50|01|5102
483|PLACA P/INTERRUPTOR B 23 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
484|PLACA P/INTERRUPTOR B 23 MARFIM 4X4|||9403.90.10|00|50|01|5102
485|PLACA P/INTERRUPTOR B 23 MOGNO 4X4|||9403.90.10|00|50|01|5102
486|PLACA P/INTERRUPTOR B 25 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
487|PLACA P/INTERRUPTOR B 25 MARFIM 4X4|||9403.90.10|00|50|01|5102
488|PLACA P/INTERRUPTOR B 25 MOGNO 4X4|||9403.90.10|00|50|01|5102
489|PLACA P/INTERRUPTOR B 26 CEREJEIRA 4X4|||9403.90.10|00|50|01|5102
490|PLACA P/INTERRUPTOR B 26 MARFIM 4X4|||9403.90.10|00|50|01|5102
491|PLACA P/INTERRUPTOR B 26 MOGNO 4X4|||9403.90.10|00|50|01|5102
