Codigo|Produtos|Codigo.Fiscal Regime Simples|Codigo.Fiscal Regime Normal|NCM|CST ICMS|CST PIS/ COFINS NA ENTRADA|CST PIS/ COFINS NA SAÍDA|CFOP
84082|FITA ANTIDERRAPANTE 48X5 CINZA|||6805.30.90|60|50|01|5405
105010|COMP CEREJEIRA 19MM 2,75X1,60|44129900.5102.0101.0000|44123100.5102.0000.2000|4412.99.00|00|50|01|5102
105013|COMP SARRAF MARFIM PURO 15MM 2,75X1,60|44123100.5102.0101.0000|44123100.5102.0000.2000|4412.99.00|00|50|01|5102
621408|DOBR ACO 1 1/2X1 5/16 CROMADO|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
621404|DOBR ACO 1 1/2" PB.CROMADO|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
621401|DOBR ACO 1 1/2" PB.ZINCADO|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
621504|DOBR ACO 2" FCR C/3|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
621501|DOBR ACO 2" FG C/3|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
622508|DOBR ACO 2 1/2" FLO C/3|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
622504|DOBR ACO 2 1/2" FCR C/3|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
622501|DOBR ACO 2 1/2" FG C/3|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
625708|DOBR ACO 3X2 1/2" C/A FLO LINHA LEVE|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
621812|DOBR ACO 3 1/2X3 C/A ESC ACET|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
625712|DOBR ACO 3X2 1/2" C/A ESC.ACE|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
82104|TRINCO UNIAO CROMADO 6CM|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
82204|TRINCO UNIAO CROMADO 9CM|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
82304|TRINCO UNIAO CROMADO 12CM|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
17504|PUX CLASSIC 10CM CROMADO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.42.00|00|50|01|5102
57504|FECH  P/ JAN/PORTA DE CORRER CH. VIRAD CR|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
58009|OLHO MAGICO ANT|||9002.90.00|00|50|01|5102
58004|OLHO MAGICO CROMADO|||9002.90.00|00|50|01|5102
625704|DOBR ACO 3X2 1/2 C/A CROMADO|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
022-BR|DIVISOR DE TALHERES 313X380 REF 21|39249000.5405.0500.0000|39249000.5102.0000.2000|3924.90.00|60|50|01|5405
PD3570F2|PORTA BELISSIMA PC 07 2,10X0,70 ANG |44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
PD3560F3|PORTA BELISSIMA PC 10 2,10X0,60 ANG |44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
PD3580F2|PORTA PB 180 2,10X0,80 ANG FRES 2|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
3213|COMP VIROLA NAVAL 20MM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100074437|PORTA PB 185 2,10X0,70 ANG FRES 3|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074451|PORTA BELISSIMA PC 07 2,10X0,80 ANG|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074468|PORTA PB 186 2,10X0,70 ANG FRES 9|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
PD3580F9 AP|PORTA BELISSIMA PC 24  2,10X0,80 ANG |44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
90610|TINGIDOR IMBUIA ESPECIAL SL|||DÚVIDA|NT|NT|NT|
112|SUPORTE INVISIVEL 15|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
120|SUPORTE INVISIVEL 20|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
127|SUPORTE INVISIVEL 25|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
134|SUPORTE INVISIVEL 30|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
396|MAO FRANCESA 25 BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
403|MAO FRANSESA 30 BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
410|MAO FRANCESA 35 BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
417|MAO FRANCESA 40 BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
28|SUPORTE DE FIXACAO 2 F BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
7890100074499|MAO FRANCESA 15 BRANCO|||DÚVIDA|NT|NT|NT|
7890100074505|MAO FRANCESA 20 BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
7890100074512|FORRO PVC BRANCO 200X8|39162000.5405.0500.0000|39162000.5405.0060.0000|3916.20.00|60|50|01|5405
7890100074529|FORMAO PACETA 5/16|||DÚVIDA|NT|NT|NT|
36|SUPORTE DE FIXACAO 3F BRANCO|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
7890100074536|PAP 02 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074543|PAP 04 P/2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074567|PAP 13 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074574|PAP 48 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074598|PAP 49 2 LADOS 80CM ( COM DEFEITO SEM TROCA)|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074611|PAP 51 2 LADOS 80CM / COM DEFEITO|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074635|PAP 52 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074642|PAP 80 - 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074659|PORTA VENEZIANA ANG 210X060|44182000.5102.0101.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074666|PAP 21 P/2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074673|PAP 29 P/2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074680|PAP 17  80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
7890100074697|PAP 53 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
306|FRESA P/ RANHURA 06MM/6MM|82077010..0101.0000|82077010..0.0000|8207.70.10|60|50|01|5405
308|FRESA P/ RANHURA 08MM/6MM|82077010..0101.0000|82077010..0.0000|8207.70.10|60|50|01|5405
310|FRESA P/ RANHURA 10MM/6MM|82077010.5102.0101.0000|82077010..0.0000|8207.70.10|60|50|01|5405
312|FRESA P/ RANHURA 12MM/6MM|82077010..0101.0000|82077010..0.0000|8207.70.10|60|50|01|5405
326|BROCA PARA DOBRADICAS 26MM|82077010.5405.0500.0000|82075011.5405.0060.0000|8207.70.10|60|50|01|5405
335|BROCA PARA DOBRADICA  35MM|82077010.5405.0500.0000|82075011.5405.0060.0000|8207.70.10|60|50|01|5405
345|FRESA P/ TUPIA MANUAL C/ ROLAMENTO 45/6M|||DÚVIDA|NT|NT|NT|
350|ESCARIADOR 6MM/2,5C/BROCA PILOTO|||DÚVIDA|NT|NT|NT|
352|ESCARIADOR 8MM/2,5MM C/ BROCA PILOTO|||DÚVIDA|NT|NT|NT|
355|ESCAREADOR  DE VIDEA PREMIUM 3MMX8MM|82075019.5405.0500.0000|82075019.5405.0060.0000|8207.50.19|60|50|01|5405
357|ESCARIADOR 12MM/2,5 C/ BROCA PILOTO|||DÚVIDA|NT|NT|NT|
395|FRESA RETA C/ ROLAMENTO 9,5MM /06MM|82077010.5405.0500.0000|84595000.5405.0060.0000|8207.70.10|60|50|01|5405
4022|FECHADURA P/ MOVEIS 22MM C/ BATENTE|83011300.5405.0500.0000|83011300.5405.0060.0000|8301.30.00|60|50|01|5405
4030|FECH CILINDRO 24MM|83013000.5405.0500.0000|83011300.5405.0060.0000|8301.30.00|60|50|01|5405
431|FECHADURA P/ MOVEIS 31MM C/ BATENTE|83011300.5405.0500.0000|83011300.5405.0060.0000|8301.30.00|60|50|01|5405
4040|FECHADURA P/ PORTA CORRER PAPAIZ 421/25|83011300.5405.0500.0000|83011300.5405.0060.0000|8301.30.00|60|50|01|5405
11018|ESTILETE PROFISSIONAL 18MM|82119390.5405.0500.0000|82119390.5405.0060.0000|8211.93.90|60|50|01|5405
4031|FECHADURA P/ MOVEIS 31MM C/ BATENTE|83011300.5405.0500.0000|83011300.5405.0060.0000|8301.30.00|60|50|01|5405
7890100074727|PARAFUSOS 40X40|73181200.5405.0500.0000|73181200.5405.0060.0000|7318.12.00|60|50|01|5405
7890100074734|PARAFUSOS 5,5X75MM CAIX C/ 100PCS|73181200.5405.0500.0000|73181200.5405.0060.0000|7318.12.00|60|50|01|5405
7890100074741|DISPOSITIVO DE MONT PRETO|||DÚVIDA|NT|NT|NT|
1529|COMP VIROLA NAVAL 30MM 2,20X1,60|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
M813         .|FORM PAREDE ROSE LINHEIRO 3,08X1,25X1,30 GR5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
5116205557|PORTA LISA P/VERNIZ ALAMO 2,10X0,80|44182000.5102.0101.0000|44182000.5102.0000.2000|4418.20.00|00|50|01|5102
5116205560|PORTA LISA P/VERNIZ ALAMO 2,10X0,70|44182000.5102.0101.0000|44182000.5102.0000.2000|4418.20.00|00|50|01|5102
6016205554|PORTA VENEZ ANG STANDARD 2,10X0,60|||DÚVIDA|NT|NT|NT|
333757|MADEIRITE PLAST 2.20X1.10 09MM|44123900.5102.0101.0000|44123900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100074789|COMP PEROBA MICA 4MM 2,20X1,60|44123100.5102.0101.0000|44123100.5102.0000.2000|4412.99.00|00|50|01|5102
KIT700/06|KIT DE CORRER 216X090 MADEIRA|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
KIT700/006|KIT DE CORRER 216X90 EUCALIPTO|||DÚVIDA|NT|NT|NT|
5000020002|PUX ACUTO 160MM ESC|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
700038005|PE P/ MOVEIS 005 100 CROMADO CONICO|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
700038007|PE P/ MOVEIS 005 150 CROMADO CONICO|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
700038009|PE P/ MOVEIS 005 200 CROMADO CONICO|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
TP150|SUPORTE CREMAL 15MM ANODIZADO|||7604.29.20|00|50|01|5102
TP150.|SUPORTE CREMAL 15MM BRANCO|||7604.29.20|00|50|01|5102
TP200|SUPORTE CREMAL 20MM ANODIZADO|||7604.29.20|00|50|01|5102
TP200.|SUPORTE CREMAL 20MM BRANCO|||7604.29.20|00|50|01|5102
TP250|SUPORTE CREMAL 25MM ANODIZADO|||7604.29.20|00|50|01|5102
TP250.|SUPORTE CREMAL 25MM BRANCO|||7604.29.20|00|50|01|5102
TP300|SUPORTE CREMAL 30MM ANODIZADO|||7604.29.20|00|50|01|5102
TP300.|SUPORTE CREMAL 30MM BRANCO|||7604.29.20|00|50|01|5102
7890100074796|TRILHO CREMALHEIRA 200ML BR|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
2341101610|FITA TOPO 22MM C 300M BRANCA|39204900.5405.0500.0000|39204900.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074826|TRILHO CREMALHEIRA 200ML ANOD|83024200.5405.0500.0000|83024200.5405.0060.0000|7604.29.20|00|50|01|5102
55392|KIT CORRER MARROM C/ 2MTS|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
7890100074833|PORTA LISA P/ PINTURA 210X060|44182000.5405.0500.0000|44182000.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074840|PORTA LISA P/ PINTURA 210X070|44182000.5405.0500.0000|44182000.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074857|PORTA LISA P/ PINTURA 210X080|44182200.5405.0500.0000|44182200.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074864|PORTA LISA P/ PINTURA 210X090|44182000.5405.0500.0000|44182000.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074871|PORTA LISA P/ PINTURA 210X,1,00|44182000.5405.0500.0000|44182000.5405.0060.0000|7604.29.20|00|50|01|5102
7890100074888|LAMBRI DE ANGELIM AMARGOSO|44182000.5102.0101.0000|44189000.5405.0060.0000|7604.29.20|00|50|01|5102
18050|PUX CURVO 1000MM/1100MM CINZA|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18049|PUX CURVO 1000MM/1100MM PRATA|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18048|PUX CURVO 1000MM/1100MM POL|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18047|PUX CURVO 600MM/700MM CINZA|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18008|PUX CURVO 600MM/700MM PRATA|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18006|PUX CURVO 600MM/700MM POL|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
11420|PUX CURVO 300MM/400MM CINZA GRIS|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
15935|PUX CURVO 300MM/400MM PRATA|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18005|PUX CURVO 300MM/400MM POL|83024200.5102.0101.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18019|PUX ALCA REDONDO 192MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18018|PUX ALCA QUADRADO 192MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
17999|PUX ALCA REDONDO 160MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18000|PUX ALCA QUADRADO 160MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
17997|PUX ALCA REDONDO 128MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18017|PUX ALCA QUADRADA 128MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
17996|PUX ALCA REDONDO 96MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
18016|PUX ALCA QUADRADO 096MM PRATA|83024200.5405.0500.0000|83024200.5102.0000.2000|7604.29.20|00|50|01|5102
M894|FORM MALIANA TX GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|7604.29.20|00|50|01|5102
2|SUPORTE KROK PTB 41CM BR|||7604.29.20|00|50|01|5102
20540-0040|DOBR ACO 228 FOX 4 CA|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
120111-0181|DOBR INVISIVEL 70MM ACO|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
120735-0014|MOLA ACO 2225 BR C/ HASTE CA|||DÚVIDA|NT|NT|NT|
20550-0061|DOBR  ACO 246 CRO 3 1/2 X 3 CA|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
600601|PASSA FIO 60MM BRANCO|39263000.5405.0500.0000||3926.30.00|60|50|01|5405
603201|PASSA FIO 46MM BRANCO|39263000.5405.0500.0000|94039090.5102.0000.2000|3926.30.00|60|50|01|5405
603601|CANTONEIRA C/ CAPA BR|73269000.5102.0101.0000|73269000.5102.0000.2000|7326.90.00|60|50|01|5405
605319|PORCA GARRA 1/4 ZIN|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
1000300|PE NIVE 3/8X1"SEXT S/BU  C/PORCA|94039090.5102.0101.0000|94039090.5102.0000.2000|9403.90.90|00|50|01|5102
3800101|SUPORTE PRAT 6X8 BR EMB C/50|39263000.5102.0101.0000|39263000.5102.0000.2000|3926.30.00|60|50|01|5405
3802301|SUPORTE PRAT 2 FUROS 13X13 BR C/100|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
3802319|SUPORTE PRAT 2 FUROS 13X13 NIQ C/100|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
5002319|SUPORTE MET FENDA 4MM CRC|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
5002419|SUPORTE MET FENDA 6MM CRC|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
5002519|SUPORTE MET FENDA 8MM CRC|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
5002619|SUPORTE MET FENDA 10MM CRC|79070090.5102.0101.0000|79070090.5102.0000.2000|7907.00.90|00|50|01|5102
3800201|SUPORTE PRAT 10X15 BR EMB C/100|39263000.5405.0500.0000|79070090.5102.0000.2000|3926.30.00|60|50|01|5405
95502|SUPORTE P/ TRILHO BRANCO 50CM|72162100.5102.0101.0000|72162100.5102.0000.2000|7216.21.00|00|50|01|5102
5369|SISTEMA CM 10/ 31MM 1 PORTA|83022000.5102.0101.0000|83022000.5102.0000.2000|8302.42.00|00|50|01|5102
100077|SISTEMA CM10 C/MOLA 1 PORTA 5MM|||DÚVIDA|NT|NT|NT|
9984|SISTEMA CM 16/ 1 PORTA 8MM|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
10085|SISTEMA CM 12/R 2/FREIOS 1 PORTA 22MM|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
3133|SISTEMA CM 15/ 1 PORTA|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
5701|SISTEMA CM 50/1 PORTA|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
5154|SISTEMA CM 85/ 40MM 1 PORTA|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
9337|SISTEMA COM GUIA SIMPLES AC 01 26MM|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
5786|SISTEMA CM 95/ EMBUTIDA 1PORTA|||DÚVIDA|NT|NT|NT|
10081|SISTEMA CM 150/ GUIA|||DÚVIDA|NT|NT|NT|
5389|SISTEMA CM 65/ 3PORTAS|||DÚVIDA|NT|NT|NT|
5393|SISTEMA CM 51R/ 1PORTA|||DÚVIDA|NT|NT|NT|
9747|KIT ROLDANA BICAMA EMB 25MM 4PCS|83024200.5102.0101.0000|83024200.5102.0000.2000|DÚVIDA|NT|NT|NT|
5702|SISTEMA CM 40/RETA 1PORTA|||DÚVIDA|NT|NT|NT|
10540|SISTEMA CM 40/ RETA EMB 1 PORTA|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
10077|SISTEMA CM 10E/ DESLOC C/MOLA 1PORT|83022000.5102.0101.0000|83022000.5102.0000.2000|DÚVIDA|NT|NT|NT|
6146|SISTEMA CM 45/ RETA LAT 1PORTA|||DÚVIDA|NT|NT|NT|
7221|DESEMPENADOR SOBREP 1,80M FZ BR|||8301.40.00|60|50|01|5405
6260|KIT FIXADOR PAINEL EMB 2PCS BUX08|||DÚVIDA|NT|NT|NT|
9753|SISTEMA CM 250/ CAT. PLAS.2PORTAS|||DÚVIDA|NT|NT|NT|
10393|SISTEMA CM 250/ CANT PLAS 3 PORTAS|||DÚVIDA|NT|NT|NT|
7975|ESQUADRETA ACO 41,5MM BR EMB 4PCS|||DÚVIDA|NT|NT|NT|
5789|SISTEMA CM 17/ 25,8MM 2/FREIOS|||DÚVIDA|NT|NT|NT|
26726|FECH PIVOTANTE EXT IP|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
27274B|FECH EXATA 2 AA EXT CRO|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
27277B|FECH EXATA 2 AA EXT ROS CRO CA|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
9141B|TRAVA SEGURANCA ANT ROST 527|||DÚVIDA|NT|NT|NT|
55330|KIT GUIA 80MM CEREJEIRA|||DÚVIDA|NT|NT|NT|
7890100074918|COMP FLEX 03MM 2,50X1,20 BALC|44129900.5102.0101.0000|44121900.5102.0000.2000|4412.99.00|00|50|01|5102
5539503215|ADOLOX PANO K 121/ 610X75 080|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
7890100074932|DOBR FECHMAT 225 CR 3,5X3 CART2|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
7890100074956|DOBR FECHMAT 225 FOX 3,5X3 CART2|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
7890100074970|DOBR FECHAMAT 225 CRO 3,5X3 UN|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
7899456101095|PUX JADE ESCOVADO 80CM|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
7899456101101|PUX JADE POLIDO 80CM|83024200.5405.0500.0000|83024200.5405.0060.0000|8302.42.00|00|50|01|5102
7890100074994|COMP VIROLA 1ª25MM 2,20X1,60|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
369|GANCHO SIMPLES CROMADO 15CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
370|GANCHO SIMPLES CROMADO 20CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
9500|GANCHO SIMPLES PRETO 15CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
96000|GANCHO SIMPLES PRETO 20CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
21000|GANCHO SIMPLES BRANCO 15CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
21100|GANCHO SIMPLES BRANCO 20CM|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
M460,|FORM CANADIAN LIGHT NTGR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M858,|FORM TEKA BRASIL NTGR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M812,|FORM HANZEL LINHEIRO WP GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M813,|FORM ROSE LINHEIRO WP GR5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M814,|FORM MEL LINHEIRO WP GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M848,|FORM CARVALHO REAL WP|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M852,|FORM  IMBUIA WP GR 5 3.08X1.25|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M880,|FORM BUTCHER WOOD WP GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M888,|FORM TEKA NATURAL WP GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M905,|FORM CHERRY WP GR 5|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
M448,|FORM WENGUE NT GR 5|39219011.5405.0500.0000|39219011..0.0000|3920.49.00|60|50|01|5405
30|PREGOS S/CABECA 15 X 21|73170090.5405.0500.0000|73170090.5405.0060.0000|7317.00.90|60|50|01|5405
L166,|FORM PAREDE ARTICO|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
7890100075007|COMP VIROLINHA 10MM 2,20X1,60|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075045|FORM ZEBRANO RU|39219011..0101.0000|39219011..0.0000|3920.49.00|60|50|01|5405
7890100075052|FORM ROSE LINHEIRO PF|39219011.5405.0500.0000|39219011.5405.0060.0000|3920.49.00|60|50|01|5405
7890100075076|MADEIRITE COLA COMUM 2,20X1,10 5MM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075083|MADEIRITE COLA COMUM 2.20X1.10 9MM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075090|MADEIRITE COLA COMUM 2.20X1.10 11MMM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075106|MADEIRITE COLA COMUM 2.20X1.10 16MM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075113|MADEIRITE COLA COMUM 2.20X1.10 19MM|44129900.5102.0101.0000|44129900.5102.0000.2000|4412.99.00|00|50|01|5102
7890100075120|ADALOX 131 060 610X100 LARGA|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
5539521054|ADALOX 131 040 610X100 LARGA|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
5539521053|ADALOX 131 036 610X100 LARGA|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
5539520741|ADALOX 131 080 610X100 LARGA|68051000.5405.0500.0000|68051000.5405.0060.0000|6805.10.00|00|50|01|5102
36573|DOBR MINI CURVA|83021000.5405.0500.0000|83021000.5405.0060.0000|8302.10.00|60|50|01|5405
600232|CAVILHA 6 X 30 C/100|44219900.5102.0101.0000|44012100.5102.0000.2000|4421.99.00|00|50|01|5102
600332|CAVILHA 08 X 30 C/100|44219900.5102.0101.0000|44012100.5102.0000.2000|4421.99.00|00|50|01|5102
