0048|TABUAS PINUS 30CM C/300 2.2|PC||147.368|20.00|9.50|23.50|1||500|22.00|0.00|0.00|0.00|23.50|4407.99.90|5.405|-234.0000
0049|TABUAS PINUS 20CM C/300 2.3|PC||67.105|20.00|7.60|12.70|1||500|16.50|0.00|0.00|0.00|12.70|4407.99.90|5.405|-174.0000
0050|SARR.PINUS 15CM C/300 2.3|PC||102.041|20.00|4.90|9.90|1||500|11.75|10.50|0.00|0.00|9.90|4407.99.90|5.405|-33.0000
0051|SARR.PINUS 10CM C/300 2.3|PC||96.923|20.00|3.25|6.40|1||500|0.00|0.00|0.00|0.00|6.40|4407.99.90|5.405|-16.0000
0052|SARR.PINUS 7CM C/300 2.3|PC||103.704|20.00|2.16|4.40|1||500|0.00|0.00|0.00|0.00|4.40|4407.99.90|5.405|-2835.0000
0053|SARR.PINUS 5CM C/300 2.3|PC||112.500|20.00|1.60|3.40|1||500|4.00|0.00|0.00|0.00|3.40|4407.99.90|5.405|-6913.0000
0056|CLIMAFOIL EXTRA|M2||111.538|20.00|2.60|5.50|3||500|0.00|0.00|0.00|0.00|5.50|7607.20.00|5.405|-2170.0000
0057|DURALFOIL ALQUA|M2||65.957|20.00|2.35|3.90|3||500|0.00|0.00|0.00|0.00|3.90|7607.20.00|5.405|185.0000
0058|DOBRADICA GALVANIZADA ROCHA|UN||172.727|20.00|5.50|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7607.20.00|5.405|77.0000
0059|PORTA LISA PINTURA PINUS 0.60|UN||92.683|20.00|41.00|79.00|1||500|49.00|0.00|0.00|0.00|79.00|4418.20.00|5.405|-16.0000
0060|PORTA LISA PINTURA PINUS 0.70|UN||92.683|20.00|41.00|79.00|1||500|49.00|0.00|0.00|0.00|79.00|4418.20.00|5.405|-29.0000
0061|PORTA LISA PINTURA PINUS 0.80|UN||92.683|20.00|41.00|79.00|1||500|49.00|0.00|0.00|0.00|79.00|4418.20.00|5.405|-12.0000
0065|PORTA LISA PINTURA PINUS 0.90|UN||174.390|20.00|49.20|135.00|1||500|0.00|0.00|0.00|0.00|135.00|4418.20.00|5.405|0.0000
0066|PORTA FRIZADA HORIZONTAL 0.60|UN||89.189|20.00|74.00|140.00|1||500|0.00|0.00|0.00|0.00|140.00|4418.20.00|5.405|0.0000
0067|PORTA FRIZADA HORIZONTAL 0.70|UN||116.216|20.00|74.00|160.00|1||500|130.00|0.00|0.00|0.00|160.00|4418.20.00|5.405|13.0000
0068|PORTA FRIZADA HORIZONTAL 0.80|UN||116.216|20.00|74.00|160.00|1||500|0.00|0.00|0.00|0.00|160.00|4418.20.00|5.405|-2.0000
0069|PORTA FRIZADA BELISS. 0.60|UN||88.235|20.00|85.00|160.00|1||500|0.00|0.00|0.00|0.00|160.00|4418.20.00|5.405|10.0000
0070|PORTA FRIZADA BELISS. 0.70|UN||88.235|20.00|85.00|160.00|1||500|0.00|0.00|0.00|0.00|160.00|4418.20.00|5.405|16.0000
0071|PORTA FRIZADA BELISS. 0.80|UN||116.216|20.00|74.00|160.00|1||500|0.00|0.00|0.00|0.00|160.00|4418.20.00|5.405|0.0000
0072|PORTA LISA VERNIZ 0,60|UN||93.548|20.00|62.00|120.00|1||500|0.00|0.00|0.00|0.00|120.00|4418.20.00|5.405|-4.0000
0073|PORTA LISA VERNIZ 0,70|UN||93.548|20.00|62.00|120.00|1||500|0.00|0.00|0.00|0.00|120.00|4418.20.00|5.405|-7.0000
0074|PORTA LISA VERNIZ 0,80|UN||93.548|20.00|62.00|120.00|1||500|0.00|0.00|0.00|0.00|120.00|4418.20.00|5.405|-23.0000
0076|PLASTIFICADO  14M/M|CH||58.621|20.00|43.50|69.00|1||500|0.00|0.00|0.00|0.00|69.00|4412.39.00|5.405|-567.0000
