1/2 CANA (2) 6 METROS @R$ 9.50@@
ABRAC ROSC S/FIM 5/8X3/8" 9MM@R$ 0.54@@
ABRAC. COPO 3/4 @R$ 0.79@@
ABRAÇADEIRA COPO ½@R$ 0.72@R$ 2.60@
ABRAÇADEIRA COPO 3/4@R$ 0.72@R$ 2.00@
ABRACADEIRA NYLON 100X2,5 PT FOXLUX@R$ 2.40@R$ 5.00@
ABRACADEIRA NYLON 140X3,5 PT FOXLUX@R$ 4.29@R$ 8.00@
ABRACADEIRA NYLON 200X2,5 PT FOXLUX@R$ 4.52@R$ 7.90@
ABRACADEIRA NYLON 200X3,5 PT FOXLUX@R$ 6.59@R$ 11.90@
ABRACADEIRA NYLON 200X4,8 PT FOXLUX@R$ 8.32@R$ 15.00@
ABRACADEIRA NYLON 280X3,5 PT FOXLUX@R$ 9.51@R$ 16.50@
ABRACADEIRA NYLON 280X4,8 PT FOXLUX@R$ 12.48@R$ 21.90@
ABRACADEIRA NYLON 380X4,8 PT FOXLUX@R$ 9.59@R$ 16.50@
ABRAÇADEIRA TIPO U 1/2'' - KALA@R$ 0.17@R$ 2.00@
ABRAÇADEIRA TIPO U 2'' - KALA@R$ 0.65@R$ 2.00@
ABRACADEIRA TIPO U 2.1/2" JF @R$ 0.22@R$ 1.00@
ABRACADEIRA TIPO U 3" KALA @R$ 0.75@R$ 1.50@
Abs (G)@R$ 7.00@R$ 12.90@
Abs (P)@R$ 7.00@R$ 12.90@
ACAB A1 A 7663 AQUARIUS @R$ 21.08@R$ 35.90@
ACAB DIGITAL LINE T - FABRIMAR@R$ 25.78@R$ 43.90@
ACABAMENTO 1/2 E 3/4 FABRIMAR AQUARIUS @R$ 20.25@R$ 34.90@
ACABAMENTO A1 A 7663 - AQUARIUS@R$ 20.19@R$ 34.90@
Acabamento Abs/c 50@R$ 5.20@R$ 9.50@
ACABAMENTO C23@R$ 4.90@R$ 11.00@
ACABAMENTO C25@R$ 8.20@R$ 14.00@
ACABAMENTO C33@R$ 6.80@R$ 12.00@
ACABAMENTO C50@R$ 8.70@R$ 15.00@
ACIONADOR BOTAO SUP CX ACOPLADA ABS - LIEGE @R$ 12.18@R$ 21.00@
ACR INT. SELETO BR NEVE FOSCO- 14LTS@R$ 32.00@R$ 49.90@
ADAPT SOLD CX DAGUA 25X3/4 PLASTUBOS @R$ 4.10@R$ 11.50@
ADAPT SOLD CX DÁGUA 32X3/1 PLASTUBOS @R$ 7.55@R$ 13.50@
ADAPT SOLD CX DÁGUA 40X1 1/4 PLASTUBOS@R$ 8.48@R$ 14.90@
ADAPT SOLD CX DÁGUA 50X1 1/2 PLASTUBOS @R$ 8.48@R$ 16.90@
ADAPT. SOLD. 25MMX3/4" KRONA @R$ 0.24@R$ 1.80@
ADAPTADOR (FLANGE) SOLD CX DAGUA 20X1/12  FORTLEV@R$ 4.10@@
ADAPTADOR AMANCO ROSCA AUTO AJUSTE 3/4@R$ 9.81@R$ 19.90@
ADAPTADOR SOLD CURTO 20X1/2 FORTLEV@R$ 0.16@@
ADAPTADOR SOLD CURTO 25X3/4 FORTLEV@R$ 0.22@@
ADAPTADOR SOLD CX ÁGUA 50X1 1/2 PLASTUBOS@R$ 8.79@R$ 14.90@
ADESIVO 75 GR PLASTUBOS @R$ 2.39@R$ 5.00@
ADESIVO ARALDITE HOBBY 10MIN 16G BISNAGA ARALDITE @R$ 9.68@R$ 16.90@
ADESIVO BISNAGA 17GR - AMANCO@R$ 1.19@R$ 2.50@
ADESIVO BISNAGA 75GR AMANCO 98004@R$ 2.85@R$ 5.50@
ADESIVO CASCOLA EXTRA S/TOLUOL 193G - HENKEL , @R$ 8.56@R$ 14.50@
ADESIVO CASCOLA EXTRA S/TOLUOL 30G - HENKEL , @R$ 5.03@R$ 8.50@
ADESIVO CASCOLA TRAD SEM TOLUOL 730G HENKEL @R$ 22.50@R$ 38.90@
ADESIVO COLA BRANCA PVA EXTRA 1KG WORKER@R$ 9.87@R$ 18.90@
ADESIVO COLA BRANCA PVA EXTRA 500G - WORKER@R$ 5.85@R$ 9.90@
