  6682/2 - ASSENTO SANIT SOFT CLOSE OVAL ASTRA                |       1- |119.9|131.89|143.88|119.9
  3918/5 - ASSENTO SANIT SUAVIT AZUL 600                      |1|52.64|57.9|63.2|52.64
  3916/1 - ASSENTO SANIT SUAVIT BEGE 210                      |2|48.81|53.69|58.6|48.81
  2223/1 - ASSENTO SANIT SUAVIT BG 200                        |2|54.12|59.53|64.9|54.12
  2221/7 - ASSENTO SANIT SUAVIT BR 00                         |       1- |62.96|69.03|75.6|62.96
  2224/8 - ASSENTO SANIT SUAVIT CARAMEL 300                   |       3- |49.87|54.86|59.8|49.87
  2222/4 - ASSENTO SANIT SUAVIT CZ 100                        |       1- |49.87|54.86|59.8|49.87
  2768/7 - ASSENTO SANIT SUAVIT CZ 110                        |0|48.49|53.3|58.2|48.49
  3915/4 - ASSENTO SANIT SUAVIT TRANS 700                     |4|48.81|53.69|58.6|48.81
  2356/6 - ASSENTO SANIT SUAVIT VERDE 400                     |7|47.36|51.98|56.8|47.36
  4488/2 - ASSENTO SANIT SUPERIORE MULTI BR000                |1|67.63|74.39|81.2|67.63
  5422/5 - ASSENTO SANIT UNIV BEGE DUDA                       |       1- |18.7|20.58|22.46|18.7
  5421/8 - ASSENTO SANIT UNIV BRANCO DUDA                     |10|17.95|19.83|21.59|17.95
  5425/6 - ASSENTO SANIT UNIV CARAMELO DUDA                   |       4- |17.95|19.83|21.59|17.95
  5423/2 - ASSENTO SANIT UNIV CINZA CLARO DUDA                |       7- |17.9|19.69|21.48|17.9
  5424/9 - ASSENTO SANIT UNIV CINZA ESCURO DUDA               |       8- |16.98|18.68|20.4|16.98
  5427/0 - ASSENTO SANIT UNIV PRETO DUDA                      |1|17.9|19.69|21.48|17.9
  5426/3 - ASSENTO SANIT UNIV VERDE DUDA                      |       1- |16.98|18.68|20.4|16.98
  3917/8 - ASSENTO SANIT VIVACE BR 000                        |2|44.17|48.59|53|44.17
  3151/6 - ASSENTO SANIT WC SUAVIT CZ PLENA                   |5|49.02|53.92|58.8|49.02
  3625/2 - ASSENTO SANITARIO DE ACRILICO                      |9|142.5|156.75|171|142.5
  7862/7 - ASSENTO SANITARIO DURATTI BRANCO                   |4|24.9|27.39|29.88|24.9
  7149/9 - ASTRA ACIONAMENTO P/ CX DESC. ACOPLADA             |8|33.74|37.11|40.66|33.74
  7151/2 - ASTRA BOLSA DE VEDACAO P/ SAIDA D'AGUA             |7|10.29|11.3|12.36|10.29
  7153/6 - ASTRA BOTAO P/ TAMPA CX DE DESC.ACOP. CR.          |15|25.34|27.87|30.41|25.34
  7799/6 - ASTRA CONJ. ACIONAMENTO CX ACOPLADA CASTELO        |9|24.04|26.44|28.85|24.04
  7150/5 - ASTRA CONJ. FECH. P/ MECANISMO                     |8|22.26|24.49|26.6|22.26
  7476/6 - ASTRA ENTRADA D'AGUA UNIVERSAL                     |1|39.08|42.99|46.9|39.08
  6573/3 - ASTRA KIT FIXACAO P/ CAIXA ACOPLADA                |      24- |14.2|15.62|17.04|14.2
  7152/9 - ASTRA SAIDA D'AGUA UNIVERSAL LATERAL/FRONTAL       |6|46.2|50.82|55.44|46.2
  7154/3 - ASTRA SAIDA D'AGUA UNIVERSAL SUPERIO               |3|54|59.4|64.8|54
  6750/8 - AUTOTRANSFORMADOR 10000VA                          |1|379.9|417.89|455.88|379.9
  4125/6 - AUTOTRANSFORMADOR 1050VA                           |4|75.9|83.49|91.08|75.9
  6745/4 - AUTOTRANSFORMADOR 1500VA                           |2|89.9|98.89|107.88|89.9
  6746/1 - AUTOTRANSFORMADOR 2000VA                           |0|109.9|120.89|131.88|109.9
  6747/8 - AUTOTRANSFORMADOR 3000VA                           |0|179.9|197.89|215.88|179.9
  6748/5 - AUTOTRANSFORMADOR 5000VA                           |1|219.9|241.89|263.88|219.9
  4132/4 - AUTOTRANSFORMADOR 500VA                            |1|57.9|63.69|69.48|57.9
  6749/2 - AUTOTRANSFORMADOR 7000VA                           |0|339.9|373.89|407.88|339.9
  6744/7 - AUTOTRANSFORMADOR 750VA                            |2|69.9|76.89|83.88|69.9
  4456/1 - AVENTAL C/EMENDA                                   |       1- |49.5|54.45|59.4|49.5
  3684/9 - AVENTAL S/EMENDA                                   |3|52.78|58|63.22|52.78
   864/8 - BAGUETE 1/2                                        |105|26.75|29.43|32.1|26.75
   863/1 - BAGUETE 3/8                                        |69|18.71|20.58|22.45|18.71
  5213/9 - BALCAO COZ.ROMA 1,5 BCO/PRETO                      |2|359.9|395.89|431.9|359.9
  6439/2 - BALDE GALV P/CONCRETO                              |70|15.53|17.1|18.6|15.53
   972/0 - BALDE METALICO P/ CONCRETO                         |8|14.9|16.42|17.94|14.9
   786/3 - BALDE PRETO                                        |      33- |5.51|6.05|6.63|5.51
   429/9 - BANDEIRA                                           |351|13.9|15.29|16.7|13.9
   392/6 - BANDEIRA TRIANGULAR COM MANCAL                     |107|8.4|9.24|10.1|8.4
  1326/0 - BANDEJA                                            |23|129.9|142.89|155.88|129.9
  5479/9 - BANDEJA P/AR                                       |       2- |53.6|58.96|64.3|53.6
  1906/4 - BANDEJA P/PINTURA 1,3L                             |19|7.65|8.42|9.15|7.65
  7138/3 - BANDEJA P/PINTURA 2,7L                             |12|6.9|7.59|8.28|6.9
  7757/6 - BANHEIRA ANCONA BASICA CRIL 1,70X0,80 C/H BR       |0|2000|2200|2400|2000
  5330/3 - BARRA APOIO 20CM                                   |0|44.9|49.39|53.88|44.9
  5331/0 - BARRA APOIO 25CM                                   |2|59.9|65.89|71.88|59.9
  5332/7 - BARRA APOIO 30CM                                   |5|62.9|69.19|75.48|62.9
  5333/4 - BARRA APOIO 40CM                                   |8|69.9|76.89|83.88|69.9
  5334/1 - BARRA APOIO 50CM                                   |14|84.9|93.39|101.88|84.9
  5335/8 - BARRA APOIO 60CM                                   |3|89.9|98.89|107.88|89.9
   461/9 - BARRA CHATA 1 1/2 X 1/4                            |76|59.49|65.44|71.39|59.49
   444/2 - BARRA CHATA 1 1/2 X 1/8                            |82|24.5|26.95|29.4|24.5
   460/2 - BARRA CHATA 1 1/2 X 3/16                           |127|37.49|41.24|44.99|37.49
   198/4 - BARRA CHATA 1 1/4 X 1/4                            |162|43.96|48.36|52.75|43.96
   199/1 - BARRA CHATA 1 1/4 X 1/8                            |89|22.51|24.76|27.01|22.51
   366/7 - BARRA CHATA 1 1/4 X 3/16                           |148|32.9|36.19|39.48|32.9
  1346/8 - BARRA CHATA 1 1/4 X 5/16                           |44|61.55|67.71|73.86|61.55
   197/7 - BARRA CHATA 1 X 1/4                                |901|34|37.4|40.8|34
   621/7 - BARRA CHATA 1 X 1/8                                |481|19.5|21.45|23.4|19.5
   364/3 - BARRA CHATA 1 X 3/16                               |203|23.9|26.29|28.68|23.9
  1345/1 - BARRA CHATA 1 X 5/16                               |139|43.9|48.29|52.68|43.9
   529/6 - BARRA CHATA 1/2 SERRALHEIRO                        |1082|7.9|8.69|9.48|7.9
   533/3 - BARRA CHATA 1/2 X 1/4                              |168|20.9|22.99|25.08|20.9
   200/4 - BARRA CHATA 1/2 X 1/8                              |1043|9.88|10.87|11.86|9.88
   770/2 - BARRA CHATA 1/2 X 3/16                             |524|13.89|15.28|16.67|13.89
  5164/4 - BARRA CHATA 2 1/2 X 3/8                            |26|134.9|148.39|161.88|134.9
  2032/9 - BARRA CHATA 2 X 1/4                                |206|72|79.2|86.4|72
   989/8 - BARRA CHATA 2 X 1/8                                |240|38.75|42.63|46.5|38.75
  2284/2 - BARRA CHATA 2 X 3/16                               |118|54.63|60.09|65.56|54.63
   732/0 - BARRA CHATA 2 X 3/8                                |32|104.9|115.39|125.88|104.9
   322/3 - BARRA CHATA 3/4 X 1/4                              |637|26|28.6|31.2|26
   676/7 - BARRA CHATA 3/4 X 1/8                              |403|14.9|16.39|17.88|14.9
   321/6 - BARRA CHATA 3/4 X 3/16                             |751|19.3|21.23|23.16|19.3
   491/6 - BARRA CHATA 3/8 X 1/8                              |1280|6.9|7.59|8.28|6.9
  1910/1 - BARRA CHATA 3X1/4                                  |82|104.9|115.39|125.88|104.9
  2978/0 - BARRA CHATA 4 X 1/4                                |2|160|176|192|160
   534/0 - BARRA CHATA 5/8 SERRALHEIRO                        |419|9.55|10.5|11.46|9.55
  1918/7 - BARRA CHATA 5/8 X 1/4                              |177|24.64|27.1|29.57|24.64
   528/9 - BARRA CHATA 5/8 X 1/8                              |582|11.95|13.15|14.34|11.95
   959/1 - BARRA CHATA 5/8 X 3/16                             |136|16.78|18.46|20.14|16.78
  1757/2 - BARRA CHATA 7/16X2,50MM                            |0|5|5.5|6|5
   434/3 - BARRA CHATA 7/8 X 1/4                              |293|29.9|32.89|35.88|29.9
   201/1 - BARRA CHATA 7/8 X 1/8                              |525|16.75|18.43|20.1|16.75
   367/4 - BARRA CHATA 7/8 X 3/16                             |264|22.76|25.04|27.31|22.76
   354/4 - BARRA QUADRADA 1/2                                 |570|33.9|37.29|40.68|33.9
  3356/5 - BARRA QUADRADA 3/4                                 |39|87.9|96.69|105.48|87.9
   365/0 - BARRA QUADRADA 3/8                                 |373|19.7|21.67|23.64|19.7
   616/3 - BARRA QUADRARA 5/16                                |0|13.9|15.29|16.7|13.9
   204/2 - BARRA REDONDA  1/2                                 |902|26.5|29.15|31.8|26.5
   312/4 - BARRA REDONDA  3/8                                 |4610|15.33|16.86|18.4|15.33
   436/7 - BARRA REDONDA  5/16                                |3601|13.4|14.74|16.08|13.4
   202/8 - BARRA REDONDA  5/8                                 |162|41.9|46.09|50.28|41.9
   203/5 - BARRA REDONDA  7/8                                 |0|66.54|73.19|79.9|66.54
  2148/7 - BARRA REDONDA 1                                    |13|95.91|105.5|115.09|95.91
   960/7 - BARRA REDONDA 1/4                                  |775|7.7|8.47|9.24|7.7
  1394/9 - BARRA REDONDA 3/4                                  |      10- |59.9|65.89|71.88|59.9
  4960/3 - BARRA REDONDA 3/8 (P/PRODUCAO DE TRELICA)          |0|13.91|15.3|16.7|13.91
  4961/0 - BARRA REDONDA 5/16 (P/PRODUCAO DE TRELICA)         |0|9.77|10.74|11.7|9.77
   586/9 - BARRA ROSCADA 1/2X1                                |75|13.9|15.29|16.68|13.9
   582/1 - BARRA ROSCADA 1/4 X 1                              |71|3.9|4.29|4.68|3.9
   585/2 - BARRA ROSCADA 1X1                                  |40|62.42|68.66|74.9|62.42
  1602/5 - BARRA ROSCADA 3/4X1                                |11|34|37.4|40.8|34
   584/5 - BARRA ROSCADA 3/8X1                                |92|8.75|9.63|10.5|8.75
   583/8 - BARRA ROSCADA 5/16X1                               |109|4.9|5.39|5.88|4.9
  1601/8 - BARRA ROSCADA 5/8X1                                |24|28.44|31.28|34.13|28.44
  1603/2 - BARRA ROSCADA 7/8X1                                |59|46.44|51.09|55.73|46.44
   817/4 - BASCULANTE 40X40                                   |28|36.9|40.59|44.28|36.9
   818/1 - BASCULANTE 40X60                                   |64|60|66|72|60
  6486/6 - BASCULANTE 50X50                                   |16|55.9|61.49|67.08|55.9
   819/8 - BASCULANTE 60X40                                   |      19- |55|60.5|66|55
   820/4 - BASCULANTE 60X60                                   |18|65.89|71.88|71.88|65.89
  4820/0 - BASCULANTE 60X60 BRANCO                            |11|76.89|83.88|83.88|76.89
   821/1 - BASCULANTE 80X80                                   |22|139.9|153.89|167.88|139.9
  1627/8 - BASCULANTE FERRO 40X40                             |11|29.49|32.44|35.4|29.49
   785/6 - BASCULANTE FERRO 50X50                             |11|37.54|41.3|45.1|37.54
  1628/5 - BASCULANTE FERRO 60X40                             |8|35.87|39.46|43|35.87
  1629/2 - BASCULANTE FERRO 60X60                             |2|44.99|49.49|54|44.99
   994/2 - BASCULANTE FERRO 70X50                             |8|43.18|47.5|51.8|43.18
   993/5 - BASCULANTE FERRO 80X60                             |4|49.4|54.34|59.3|49.4
  1630/8 - BASCULANTE FERRO 80X80                             |5|60.99|67.09|73.2|60.99
  3877/5 - BASCULANTE LINHA 28 40X40                          |0|78.72|86.59|94.5|78.72
  3878/2 - BASCULANTE LINHA 28 40X60                          |8|93.6|102.96|112.3|93.6
  1812/8 - BASCULANTE LINHA 28 50X50                          |1|92.3|101.53|110.8|92.3
  1913/2 - BASCULANTE LINHA 28 50X50 FUME                     |2|129.9|142.89|155.9|129.9
  3879/9 - BASCULANTE LINHA 28 60X40                          |2|84.6|93.06|101.5|84.6
  1813/5 - BASCULANTE LINHA 28 60X60                          |2|112.52|123.77|135|112.52
  1914/9 - BASCULANTE LINHA 28 60X60 FUME                     |2|157.5|173.25|189|157.5
  1814/2 - BASCULANTE LINHA 28 80X80                          |5|199.9|219.89|239.9|199.9
  1915/6 - BASCULANTE LINHA 28 80X80 FUME                     |       1- |188.5|207.35|226.2|188.5
  3322/0 - BASE FERRO SOLDA                                   |4|15.8|17.38|19|15.8
  2474/7 - BASE PARA RELE FOTOELETRONICO                      |12|9.8|10.78|11.76|9.8
 26666/6 - BATENTE                                            |       1- |20|176|192|20
  7370/7 - BATERIA BOTAO DE LITIO CR2032                      |       5- |7.2|7.92|8.64|7.2
  4475/2 - BEJAMIM DUPLO NOVO PADRAO 10A                      |3|3.9|4.29|4.7|3.9
  4981/8 - BEJAMIM KIT SLIM                                   |66|3.42|3.76|4.1|3.42
  2179/1 - BEJAMIN 3 SAIDAS                                   |13|4.8|5.28|5.76|4.8
  3501/9 - BELLA DUC TURBO 4T 127V/5500W                      |0|174.34|191.77|209.2|174.34
  3500/2 - BELLA DUCHA 4T 127V/5500W                          |128|47.88|47.88|47.88|47.88
  4672/5 - BELLA DUCHA 4T 220V/6800                           |15|49.9|54.89|59.88|49.9
  4400/4 - BENJAMIM 3 SAIDAS BR                               |      10- |5|5.5|6|5
  2110/4 - BETUMADEIRA 10CM                                   |35|4.64|5.1|5.6|4.64
  2834/9 - BETUMADEIRA 12CM                                   |11|5.1|5.61|6.1|5.1
  5018/0 - BICO TORN ZAMAK 1/2X1/2                            |7|2.53|2.78|3.05|2.53
  5019/7 - BICO TORN ZAMAK 3/4X3/4                            |       3- |4.2|4.62|5|4.2
  1184/6 - BIFETEIRA A ALCOOL GD.                             |0|199.9|219.89|239.88|199.9
  1183/9 - BIFETEIRA A ALCOOL PQ                              |1|66.9|73.59|80.3|66.9
  1358/1 - BIGFOIL TERMICA 1,20X50M                           |0|447|489|536.4|447
  7282/3 - BIT PONTA DE FENDA 6MM1/4X25,4MM WORKER            |       4- |2.2|2.42|2.64|2.2
  7524/4 - BIT PONTA DE PHILLIPS PH2 1/4X49MM IRWIN           |0|7.16|7.87|8.58|7.16
  7372/1 - BIT PONTA PHILLIPS PH2 1/4X25,4MM                  |3|1.65|1.81|1.98|1.65
  7283/0 - BIT PONTA PHILLIPS PH2 1/4X38,1MM WORKER           |      33- |2.15|2.36|2.58|2.15
  7285/4 - BIT PONTA POWER 6-8 FENDA 1/4X49MM IRWIN           |17|11.99|13.18|14.38|11.99
  2342/9 - BOCA DE LOBO 30X90 ART.                            |2|289.9|318.89|347.88|289.9
  4227/7 - BOCAL C/RABICHO                                    |4|3.1|3.41|3.72|3.1
  5118/7 - BOCAL C/TOMADA                                     |7|5.12|5.63|6.14|5.12
   829/7 - BOCAL E-27 PORCELANA                               |       2- |3.4|3.75|4.12|3.4
  5255/9 - BOCAL P/CALHA PLUVIAL-AMANCO                       |27|40.06|44.12|48.18|40.06
  5840/7 - BOIA CX DAGUA 1/2 AMANCO                           |     111- |9.77|10.75|11.69|9.77
  5839/1 - BOIA CX DAGUA 3/4 AMANCO                           |      58- |8|8.8|9.6|8
  1770/1 - BOIA P/ CX DAGUA 1/2 ASTRA                         |0|9.26|10.19|11.1|9.26
  1771/8 - BOIA P/ CX DAGUA 3/4 ASTRA                         |       9- |10.32|11.35|12.4|10.32
  6238/1 - BOIA VAZAO TOTAL 1/2                               |4|59.9|65.89|71.88|59.9
  6239/8 - BOIA VAZAO TOTAL 3/4                               |8|58.09|63.81|69.83|58.09
  4931/3 - BOLSA PORTA FERRAMENTA CG460                       |0|99.9|109.89|119.9|99.9
  4930/6 - BOLSA PORTA FERRAMENTA CG470                       |0|106.45|117.1|127.7|106.45
  4581/0 - BOMBA CENTR.MONO P/AGUA MBA-XL 1,5 M60 1/2         |2|1280.52|1406.06|1536.6|1280.52
  3843/0 - BOMBA CENTRIF.MONO P/AGUA 127 BCR-2010 1M 60       |0|359|394.9|448.75|359
  2831/8 - BOMBA CENTRIF.MONO P/AGUA 127 MBI98 IO15 0,5       |2|576.03|633.25|691.2|576.03
  3845/4 - BOMBA CENTRIF.MONO P/AGUA ASP-98 0.33 M 60         |7|413.6|456.1|496.3|413.6
  3846/1 - BOMBA CENTRIF.MONO P/AGUA ASP-98 0.50 M 60         |0|339|372.9|423.75|339
  4582/7 - BOMBA CENTRIF.MONO P/AGUA MBA-XL 2 M60 1/2         |0|1452.83|1598.11|1743.4|1452.83
  2827/1 - BOMBA CENTRIFUGA MONO P/AGUA 127 ASP1 M60          |5|779.03|859.06|934.8|779.03
  2829/5 - BOMBA CENTRIFUGA MONO P/AGUA 127 BAR400 0,25       |0|416.37|458|499.6|416.37
  2830/1 - BOMBA CENTRIFUGA MONO P/AGUA 127 BAR750 0,5M       |0|468.63|515.49|562.4|468.63
  2833/2 - BOMBA CENTRIFUGA MONO P/AGUA 127 BC98 0,5          |       4- |245|269.5|306.25|245
  2828/8 - BOMBA CENTRIFUGA MONO P/AGUA 127 BIR2008 IO15      |       1- |833.3|916.63|1000|833.3
  4756/2 - BOMBA CENTRIFUGA MONO P/AGUA ASP-98 1 M60          |0|776.26|853.89|931.5|776.26
  2832/5 - BOMBA CENTRIFUGA MONO P/AGUA BC98 0,33M            |6|281.48|309.63|337.8|281.48
  5241/2 - BOMBA EP-1-0 1,0CV M 127V DANCOR                   |       1- |1129|1241.9|1354.8|1129
  5240/5 - BOMBA EP-1-0 1/2CV M 127V DANCOR                   |2|909.9|1000.89|1091.88|909.9
  5512/3 - BOMBA GRAXA 400GR                                  |0|48|52.8|57.6|48
  7411/7 - BOMBA PERIF DP-60 1/2CV M110/220V 60HZ DANCOR      |12|209.9|251.88|251.88|209.9
  5265/8 - BOMBA PERIF XKM60 1/2HP 40L/MIN 110V AMANCO        |9|210.78|234.35|234.35|210.78
  5264/1 - BOMBA PERIF XKM80 1HP 60L/MIN 110V AMANCO          |4|316.35|349.34|380.4|316.35
  5239/9 - BOMBA PRATIKA AP-2R 1/2CV M 127V DANCOR            |1|799|878.9|958.8|799
  5238/2 - BOMBA PRATIKA AP-3C 1,0CV M 110V DANCOR            |5|999|1098.9|1198.8|999
  4813/2 - BOMBA PRESSURIZADA HP 1/8 220V                     |1|399.9|439.89|479.9|399.9
  3021/2 - BOMBA SAPECA 650 127V RAYMA                        |3|240.49|264.7|287.29|240.49
  4795/1 - BOMBA SAPECA 800 MAX                               |       1- |184.6|203.06|221.5|184.6
  7882/5 - BOTA ELASTICO 40 C/B PVC BI                        |4|45.9|50.49|55.08|45.9
  7883/2 - BOTA ELASTICO 42 C/B PVC BI                        |48|45.9|50.49|55.08|45.9
  7884/9 - BOTA ELASTICO 44 C/B PVC BI                        |4|45.9|50.49|55.08|45.9
  7653/1 - BOTA IMPACTO KADESH 40                             |15|59.9|65.89|71.88|59.9
  7656/2 - BOTA IMPACTO KADESH 42                             |       2- |59.9|65.89|71.88|59.9
  7657/9 - BOTA IMPACTO KADESH 44                             |6|59.9|65.89|71.88|59.9
  7885/6 - BOTA NOBUCK CAFE 40 S/B BI                         |15|75.9|83.49|91.08|75.9
  7023/2 - BOTA NOBUCK CAFE 42 S/B BI                         |51|75.9|83.49|91.08|75.9
  7122/2 - BOTA NOBUCK CAFE 43 S/B BI                         |15|99.9|109.89|119.88|99.9
  7024/9 - BOTA NOBUCK CAFE 44 S/B BI                         |17|75.9|83.49|91.08|75.9
  7879/5 - BOTA NOBUCK VELCRO CAFE 40 S/B BI                  |9|89.9|98.89|107.88|89.9
  7880/1 - BOTA NOBUCK VELCRO CAFE 42 S/B BI                  |28|89.9|98.89|107.88|89.9
  7881/8 - BOTA NOBUCK VELCRO CAFE 44 S/B BI                  |13|89.9|98.89|107.88|89.9
  4318/2 - BOTAO LATERAL UNIV CX ACOPL CROMO                  |3|19.9|21.89|23.9|19.9
  4320/5 - BOTAO SUP CONV UNIV CX ACOPL BR                    |6|9.9|10.89|11.9|9.9
  4321/2 - BOTAO SUP CONV UNIV CX ACOPL CROMADO               |       7- |19.9|21.89|23.9|19.9
  2412/9 - BOTAS TAM 40                                       |15|42|46.2|50.4|42
  2187/6 - BOTAS TAM 42                                       |      17- |42|46.2|50.4|42
  2188/3 - BOTAS TAM 44                                       |6|42|46.2|50.4|42
  4553/7 - BOX CURVO 1                                        |27|7.78|8.56|9.3|7.78
  4899/6 - BOX CURVO 1 1/2                                    |45|20|22|24|20
  4900/9 - BOX CURVO 3/4                                      |7|6|6.6|7.2|6
  3472/2 - BOX DE CANTO SANF P/CHUV PVC 97X97X185 MON-BG      |0|367.7|404.55|441.2|367.7
  3471/5 - BOX DE CANTO SANF P/CHUV PVC 97X97X185 MON-BR      |1|367.7|404.55|441.2|367.7
  3473/9 - BOX DE CANTO SANF P/CHUV PVC 97X97X185 MON-PR      |1|367.7|404.55|441.2|367.7
  4211/6 - BOX RETO 1                                         |21|7.18|7.9|8.6|7.18
  3741/9 - BOX RETO 1 1/2                                     |17|11.48|12.63|13.8|11.48
  4210/9 - BOX RETO 3/4                                       |0|5.22|5.75|6.3|5.22
  3460/9 - BOX SANF P/CHUVEIRO PVC 115X185 MON-BG             |0|187.7|206.47|225.2|187.7
  3459/3 - BOX SANF P/CHUVEIRO PVC 115X185 MON-BR             |0|187.7|206.47|225.2|187.7
  3461/6 - BOX SANF P/CHUVEIRO PVC 115X185 MON-PR             |0|187.7|206.47|225.2|187.7
  3463/0 - BOX SANF P/CHUVEIRO PVC 130X185 MON-BG             |2|205.53|226.1|246.6|205.53
  3462/3 - BOX SANF P/CHUVEIRO PVC 130X185 MON-BR             |0|205.54|226.08|246.7|205.54
  3464/7 - BOX SANF P/CHUVEIRO PVC 130X185 MON-PR             |0|205.58|226.08|246.7|205.58
  3466/1 - BOX SANF P/CHUVEIRO PVC 145X185 MON-BG             |0|227.15|249.86|272.6|227.15
  3465/4 - BOX SANF P/CHUVEIRO PVC 145X185 MON-BR             |0|227.15|249.86|272.6|227.15
  3467/8 - BOX SANF P/CHUVEIRO PVC 145X185 MON-PR             |2|227.15|249.85|272.6|227.15
  3469/2 - BOX SANF P/CHUVEIRO PVC 160X185 MON-BG             |0|248.65|273.55|298.4|248.65
  3468/5 - BOX SANF P/CHUVEIRO PVC 160X185 MON-BR             |0|248.69|273.55|298.4|248.69
  3470/8 - BOX SANF P/CHUVEIRO PVC 160X185 MON-PP             |0|248.65|273.55|298.4|248.65
  3639/9 - BRACO C/REGULAGEM E CHUV. 7 HERC                   |18|27.9|30.69|33.5|27.9
  3761/7 - BRACO DUCHA CHUVEIRO BRANCO-LORENZETTI             |6|23.56|25.92|28.27|23.56
  3002/1 - BRACO GALV 1M P/LUMINARIA                          |6|25.08|27.59|30.1|25.08
  5580/2 - BRILHO PARA TINTA CORAL                            |5|79.9|87.89|95.9|79.9
  7471/1 - BRILHO PARA TINTA INCOLOR 3,6L                     |0|65.9|72.49|79.08|65.9
   123/6 - BROCA 1/16                                         |51|5.53|6.09|6.6|5.53
   122/9 - BROCA 1/2                                          |11|39.51|43.46|47.41|39.51
   121/2 - BROCA 1/4                                          |111|7.51|8.26|8.98|7.51
   119/9 - BROCA 1/8                                          |62|5.1|5.6|6.1|5.1
   758/0 - BROCA 10MM                                         |10|24.5|26.95|29.4|24.5
   108/3 - BROCA 11/64                                        |92|7|7.7|8.4|7
  1043/6 - BROCA 12MM                                         |35|34.9|38.39|41.88|34.9
   107/6 - BROCA 13/64                                        |25|7.5|8.25|9|7.5
   759/7 - BROCA 13MM                                         |2|70|77|84|70
   760/3 - BROCA 14MM                                         |0|90.74|99.81|108.9|90.74
   761/0 - BROCA 15,00MM VONDER                               |0|90.76|99.84|108.9|90.76
   105/2 - BROCA 15/64                                        |35|7.64|8.4|9.2|7.64
   755/9 - BROCA 16MM                                         |1|110|121|132|110
   762/7 - BROCA 17,00MM VONDER                               |0|109.56|120.52|131.5|109.56
   763/4 - BROCA 18,00MM VONDER                               |2|118.1|129.91|141.7|118.1
   637/8 - BROCA 2,5MM                                        |      32- |5.8|6.38|6.96|5.8
  3869/0 - BROCA 250MMX1/4                                    |0|23.56|25.92|28.3|23.56
  4847/7 - BROCA 250MMX5/16                                   |1|28|30.8|33.6|28
  3870/6 - BROCA 280MMX19/64                                  |0|40.45|44.49|48.5|40.45
   638/5 - BROCA 2MM                                          |      35- |4.29|4.72|5.2|4.29
   635/4 - BROCA 3,5MM                                        |      17- |5.86|6.45|7|5.86
   145/8 - BROCA 3/16                                         |40|5.09|5.58|6.13|5.09
   117/5 - BROCA 3/32                                         |9|5.67|6.25|6.8|5.67
   116/8 - BROCA 3/8                                          |28|23.4|25.74|28.08|23.4
   636/1 - BROCA 3MM                                          |      50- |5.66|6.23|6.8|5.66
  3892/8 - BROCA 3PTS 10MM                                    |1|18.36|20.19|22|18.36
  3900/0 - BROCA 3PTS 3MM                                     |7|8.7|9.57|10.4|8.7
  3901/7 - BROCA 3PTS 4MM                                     |1|8.96|9.86|10.8|8.96
  3894/2 - BROCA 3PTS 5MM                                     |3|8.5|9.35|10.2|8.5
  3903/1 - BROCA 3PTS 7MM                                     |0|10.36|11.39|12.4|10.36
  3922/2 - BROCA 3PTS 8MM                                     |       2- |9.96|10.96|12|9.96
  3902/4 - BROCA 3PTS 9MM                                     |0|15.64|17.2|18.8|15.64
   633/0 - BROCA 4,5MM                                        |17|7.26|7.99|8.7|7.26
   634/7 - BROCA 4MM                                          |      42- |5.68|6.25|6.8|5.68
   115/1 - BROCA 5/16                                         |97|10|11|11.95|10
   114/4 - BROCA 5/32                                         |110|5.5|6.05|6.6|5.5
   113/7 - BROCA 5/64                                         |169|6.57|7.23|7.9|6.57
   632/3 - BROCA 5MM                                          |      18- |7.82|8.6|9.38|7.82
   631/6 - BROCA 6MM                                          |7|9.44|10.38|11.33|9.44
  1972/9 - BROCA 7/16                                         |1|21.68|23.8|26|21.68
   111/3 - BROCA 7/32                                         |       3- |7.18|7.9|8.6|7.18
   110/6 - BROCA 7/64                                         |87|5.93|6.53|7.1|5.93
   756/6 - BROCA 7MM                                          |6|10.16|11.18|12.14|10.16
   833/4 - BROCA 8 X 110MM                                    |1|13.39|14.73|16.1|13.39
   630/9 - BROCA 8MM                                          |      20- |14.08|15.49|16.9|14.08
  6274/9 - BROCA 9/32                                         |31|9|9.9|10.8|9
   109/0 - BROCA 9/64                                         |129|5.25|5.78|6.3|5.25
   757/3 - BROCA 9MM                                          |3|11.14|12.25|13.4|11.14
  2357/3 - BROCA CHATA 1                                      |2|11.62|12.78|13.9|11.62
  2358/0 - BROCA CHATA 1/2                                    |1|8.04|8.84|9.7|8.04
  2359/7 - BROCA CHATA 1/4                                    |1|7.78|8.56|9.3|7.78
  2360/3 - BROCA CHATA 3/4                                    |0|9.57|10.53|11.5|9.57
  2361/0 - BROCA CHATA 3/8                                    |17|8.04|8.84|9.7|8.04
  2362/7 - BROCA CHATA 5/16                                   |0|7.74|8.51|9.3|7.74
  2363/4 - BROCA CHATA 5/8                                    |1|9.96|10.96|12|9.96
  2364/1 - BROCA CHATA 7/8                                    |0|12.1|13.31|14.5|12.1
  2365/8 - BROCA CHATA 9/16                                   |0|9.96|10.96|12|9.96
   834/1 - BROCA DE ENCAIXE 10 X 260MM                        |4|23.94|26.33|28.73|23.94
  4557/5 - BROCA DE ENCAIXE 10.0X300                          |0|35|38.5|42|35
