  4427/1 - DISJUNTOR K32A 2P 100A                             |10|125.04|137.55|150.1|125.04|0|0
  3306/0 - DISJUNTOR K32A 2P 10A                              |16|29.15|31.98|35|29.15|0|0
   519/7 - DISJUNTOR K32A 2P 16A B                            |10|51.37|56.39|61.64|51.37|0|0
   520/3 - DISJUNTOR K32A 2P 20A B                            |20|45.22|49.74|54.26|45.22|0|0
   521/0 - DISJUNTOR K32A 2P 25A B                            |13|45.22|49.74|54.26|45.22|0|0
   522/7 - DISJUNTOR K32A 2P 32A B                            |13|38.44|42.28|46.12|38.44|0|0
  2423/5 - DISJUNTOR K32A 2P 40A C                            |22|39.86|43.85|47.8|39.86|0|0
  2113/5 - DISJUNTOR K32A 2P 50A                              |11|49.74|54.71|59.69|49.74|0|0
  1974/3 - DISJUNTOR K32A 2P 63A                              |6|32.69|35.96|39.2|32.69|0|0
  4023/5 - DISJUNTOR K32A 3P 100A C                           |2|160.86|176.95|193.03|160.86|0|0
  4573/5 - DISJUNTOR K32A 3P 10A                              |4|45.88|50.47|55.1|45.88|0|0
  2114/2 - DISJUNTOR K32A 3P 16A                              |15|45.88|50.47|55.1|45.88|0|0
  3889/8 - DISJUNTOR K32A 3P 20A                              |0|49.9|54.89|59.9|49.9|0|0
   523/4 - DISJUNTOR K32A 3P 25A C                            |15|60.06|66.1|71.79|60.06|0|0
   524/1 - DISJUNTOR K32A 3P 32A C                            |      93- |63.97|70.37|76.77|63.97|0|0
   508/1 - DISJUNTOR K32A 3P 40A C                            |      56- |68.18|75.38|82.2|68.18|0|0
   509/8 - DISJUNTOR K32A 3P 50A C                            |5|65.09|71.6|78.11|65.09|0|0
   510/4 - DISJUNTOR K32A 3P 63A C                            |5|96.98|106.68|116.38|96.98|0|0
  6897/0 - DISJUNTOR NEMA 3P 100A                             |0|132.5|145.75|159|132.5|0|0
  3762/4 - DISJUNTOR TRIPOLAR NEMA DLBE3040-LORENZETTI        |4|59.9|65.89|71.9|59.9|0|0
  6426/2 - DISPOSITIVO ANTIESPUMA UNIV 100                    |4|14.6|16.06|17.52|14.6|0|0
  6425/5 - DISPOSITIVO ANTIESPUMA UNIV 150                    |4|19.9|21.89|23.88|19.9|0|0
  4194/2 - DIVISOR DE 4 SAIDAS                                |47|4.8|5.28|5.8|4.8|0|0
  5021/0 - DIVISOR P/ANTENA COLETIVA 1X2                      |1|4|4.4|4.8|4|0|0
  5022/7 - DIVISOR P/ANTENA COLETIVA 1X3                      |1|4.6|5.06|5.5|4.6|0|0
  5023/4 - DIVISOR P/ANTENA COLETIVA 1X4                      |1|5.3|5.83|6.4|5.3|0|0
  6500/9 - DOAN DUCHA HIGIENICA C/REG CROM CRUZ CC10          |3|59.9|65.89|71.88|59.9|0|0
  6751/5 - DOAN TORN BR BANC ALAV BA04                        |6|35.9|39.49|43.08|35.9|0|0
  6752/2 - DOAN TORN BR PAREDE CRUZ BC03                      |0|33.8|37.18|40.56|33.8|0|0
  6760/7 - DOAN TORN BRANCA MESA LAV CRUZ BC08                |0|17.9|19.69|21.48|17.9|0|0
  6753/9 - DOAN TORN CROM BANC CRUZ CC02                      |       3- |43.8|48.18|52.56|43.8|0|0
  6754/6 - DOAN TORN CROM BANC CRUZ CC04                      |5|43.8|48.18|52.56|43.8|0|0
  6758/4 - DOAN TORN CROM GIR PAREDE CURTA ALAV CA03          |0|43.8|48.18|52.56|43.8|0|0
  6501/6 - DOAN TORN CROM LAV ALPES AA03                      |1|49.9|54.89|59.88|49.9|0|0
  6502/3 - DOAN TORN CROM LAV ALPES PRESSAO AA02              |3|35.62|39.2|42.79|35.62|0|0
  6755/3 - DOAN TORN CROM LAV MEIA LUA CM03                   |3|21.9|24.09|26.28|21.9|0|0
  6504/7 - DOAN TORN CROM LOGICA BANC ALPES AA05              |1|49.9|54.89|59.88|49.9|0|0
  6503/0 - DOAN TORN CROM LONGA PAREDE ALAV ALPES AA06        |       2- |79.9|87.89|95.88|79.9|0|0
  6756/0 - DOAN TORN CROM MESA LAV CRUZ CC08                  |0|21.9|24.09|26.28|21.9|0|0
  6508/5 - DOAN TORN CROM MESA LONGA ALAV CA02                |3|39.9|43.89|47.88|39.9|0|0
  6757/7 - DOAN TORN CROM PAREDE CURTA CRUZ CC03              |0|43.8|48.18|52.56|43.8|0|0
  6505/4 - DOAN TORN CROM PAREDE LONGA ALAV CA01              |6|45.8|50.38|54.96|45.8|0|0
  6759/1 - DOAN TORN CROM PAREDE LONGA CRUZ CC01              |3|45.8|50.38|54.96|45.8|0|0
  6506/1 - DOAN TORN CROM TQ BICO MANG CRUZ CC06              |       2- |17.9|19.69|21.48|17.9|0|0
  6930/4 - DOAN TORN CROM TQ BICO MANG MEIA LUA CM01          |      10- |17.9|19.69|21.48|17.9|0|0
  6507/8 - DOAN TORN LAV BR MEIA LUA BM04                     |       2- |16.9|18.59|20.28|16.9|0|0
  6416/3 - DOAN TORN. BR GIR. LAVA CURTA - CRUZETA BC04       |0|35.8|39.38|42.96|35.8|0|0
  6415/6 - DOAN TORN. BR GIR. MESA LONGA - CRUZETA BC02       |0|35.9|39.49|53.08|35.9|0|0
  6417/0 - DOAN TORN. BR GIR. PAREDE LONGA-ALAVANCA BA01      |      14- |35.9|39.49|43.08|35.9|0|0
300001/8 - DOAN TORN. BR GIR. PAREDE LONGA-CRUZETA BC01       |       1- |37.99|41.77|45.55|37.99|0|0
  6419/4 - DOAN TORN. CROMADA LONGA GIR.MESA-ALPE AA01        |0|79.9|87.89|95.88|79.9|0|0
  6431/6 - DOAN TORN. DE TANQUE BR C/BICO P/MANGUEIRA         |0|18.9|20.79|22.68|18.9|0|0
  6432/3 - DOAN TORN. DE TANQUE BR LONGA 17CM CRUZ BC07       |0|19.9|21.89|23.88|19.9|0|0
  6509/2 - DOAN TORN. DE TANQUE CROM LONG 17CM CRUZ CC07      |0|26.9|29.59|32.28|26.9|0|0
  6420/0 - DOAN TORN. DESING P/LAVAT MESA CROMADA ALPES       |       5- |59.8|65.78|71.76|59.8|0|0
  6421/7 - DOAN TORN. GIR. MESA CURTA - ALAVANCA              |       3- |31.85|35.03|38.22|31.85|0|0
  6418/7 - DOAN TORN. GIR. MESA LONGA - ALAVANCA BA02         |11|37.82|41.6|45.38|37.82|0|0
  1755/8 - DOBR. PORTAO DUPLA APARF. 06                       |6|21.31|23.44|25.57|21.31|0|0
  1754/1 - DOBR. PORTAO DUPLA CHUMBAR                         |      13- |26|28.6|31.2|26|0|0
  2403/7 - DOBR.DE BOX BRILHO                                 |34|1.13|1.24|1.4|1.13|0|0
  2402/0 - DOBR.DE PORTA GROSSA ALUM                          |36|2.75|3.03|3.3|2.75|0|0
  6201/5 - DOBRADEIRA DE COLUNA                               |0|3000|3300|3600|3000|0|0
  5997/8 - DOBRADICA 3X2 1/2 FLO C/BOLA                       |5|21.94|24.13|26.33|21.94|0|0
  5996/1 - DOBRADICA 3X2 1/2 FNQ C/BOLA                       |10|25.68|28.25|30.82|25.68|0|0
  4630/5 - DOBRADICA FERRO PINO REVERSIVEL 2                  |137|5.46|6.01|6.55|5.46|0|0
  4770/8 - DOBRADICA FERRO PINO REVERSIVEL 2 1/2              |128|6.16|6.78|7.39|6.16|0|0
  4769/2 - DOBRADICA FERRO PINO REVERSIVEL 3X2 1/2            |102|12.95|14.25|15.48|12.95|0|0
   155/7 - DOBRADICA GRANDE                                   |0|3.84|4.22|4.6|3.84|0|0
   152/6 - DOBRADICA MEDIA                                    |14|2.6|2.86|3.1|2.6|1.04|1.04
  1322/2 - DOBRADICA PEQ                                      |0|1.8|1.98|2.2|1.8|0.6|0.6
   153/3 - DOBRADICA ZINCADA 2 1/2                            |       3- |5.23|5.75|6.3|5.23|0|0
   151/9 - DOBRADIÇA ZINCADA CART 2                           |       3- |4.9|5.39|5.9|4.9|0|0
   154/0 - DOBRADIÇA ZINCADA CART 3 1/2                       |6|12.95|14.25|15.5|12.95|0|0
  6361/6 - DOCOL ACAB. P/ REG. FA 1/2 E 3/4 LINHA BRILHO      |15|27.9|30.69|33.48|27.9|0|0
  6837/6 - DOCOL ACAB. P/ VALV. CHROME                        |4|58.7|64.57|70.44|58.7|0|0
  6360/9 - DOCOL ACABAMENTO P/ REGISTRO FA 1/2 E 3/4          |       3- |19.9|21.89|23.88|19.9|0|0
  6832/1 - DOCOL BASE VALV. DESCARGA 1 1/2                    |9|100.74|110.81|120.89|100.74|0|0
  6359/3 - DOCOL TORN 1193P/LAVAT DE MESA DN1/2               |8|59.9|65.89|71.88|59.9|0|0
  6358/6 - DOCOL TORN COZ PAREDE BICA ALTA DN1/2 E DN3/4      |5|89.9|98.89|107.88|89.9|0|0
  6354/8 - DOCOL TORN DE MESA P/LAVAT PRESSMATIC COMPACT      |6|119.9|131.89|143.88|119.9|0|0
  6356/2 - DOCOL TORN P/COZINHA PAREDE BICA ALTA GALI         |5|155.88|155.88|155.88|129.9|0|0
  6355/5 - DOCOL TORN P/LAVAT DE MESA BICA ALTA GALI          |1|155.88|155.88|155.88|129.9|0|0
  6357/9 - DOCOL TORN P/LAVAT MESA BICA ALTA DOCOLPRIMOR      |       7- |94.68|94.68|94.68|78.9|0|0
  7281/6 - DOCOL TORN. P/ COZ.DE MESA DN15 DOCOLPRIMOR        |6|82|90.2|98.4|82|0|0
  7447/6 - DRIVER 18W PARA PAINEL                             |85|15.9|17.49|19.08|15.9|0|0
  5359/4 - DUCHA 4T BR 127V 5400W SUPER FAME                  |2|41.9|43.89|47.88|38.9|0|0
  7323/3 - DUCHA ACQ STAR BLACK ULT 127/5500 LORENZETTI       |2|279.9|307.89|335.88|279.9|0|0
  3734/1 - DUCHA ADVANC.MULT 127/5500                         |17|103.08|103.08|103.08|85.9|0|0
  3498/2 - DUCHA ADVANC.TUR MULT 127/5500                     |3|189.9|208.89|227.88|189.9|0|0
  7625/8 - DUCHA DUO SHOW QUAD TURBO 127/5500 LORENZETTI      |2|279.9|307.89|335.88|279.9|0|0
  7001/0 - DUCHA DUO SHOWER QUADRA MULT127/5500               |6|189.9|208.89|227.88|189.9|0|0
  6149/0 - DUCHA ELEGANCE 4T 127V 5400W FAME                  |1|89.9|98.89|107.88|89.9|0|0
  3064/9 - DUCHA ELETRONICA ND 5500W 127V                     |4|142.07|156.28|170.5|142.07|0|0
  3063/2 - DUCHA ELETRONICA OPTIMA COM TURBO 5500W 127V       |1|261.13|287.24|313.4|261.13|0|0
  3062/5 - DUCHA ELETRONICA OPTIMA SEM TURBO 5500W 127V       |1|152.69|167.96|183.2|152.69|0|0
  3066/3 - DUCHA ELETRONICA TS FILTER 5500W 127V              |3|176.38|194.02|211.7|176.38|0|0
  7798/9 - DUCHA FUTURA MULTI 127V/5500W LORENZETTI           |0|82.9|91.19|99.48|82.9|0|0
  5158/3 - DUCHA HIGIENICA 100CM HIGIBAN                      |1|27|29.7|32.4|27|0|0
  4307/6 - DUCHA HIGIENICA ACQUA JET AQUARIUS FABRIMAR        |       1- |190.39|209.43|228.5|190.39|0|0
  4306/9 - DUCHA HIGIENICA ACQUA JET ASCOT FABRIMAR           |       1- |188.21|207.03|225.9|188.21|0|0
  4303/8 - DUCHA HIGIENICA ACQUA JET OGGI FABRIMAR            |0|194.11|213.52|232.9|194.11|0|0
  7891/7 - DUCHA HIGIENICA ACQUAJET ELLA CR DN15 FABRIMA      |0|160.68|160.68|160.68|133.9|0|0
  5402/7 - DUCHA HIGIENICA SOFT CROMADA 1739 AGUIA            |      12- |59.96|65.96|71.95|59.96|0|0
  4673/2 - DUCHA MAXI BANHO LORENZETTI 127V CANO              |19|53.88|53.88|53.88|44.9|0|0
  1595/0 - DUCHA MAXI BANHO LORENZETTI 220V CANO              |21|52.9|58.19|63.48|52.9|0|0
  3499/9 - DUCHA MAXI BANHO LORENZETTI FORTTI 127V            |0|27.55|30.31|33.1|27.55|0|0
  4671/8 - DUCHA MAXI LORENZETTI 127V                         |     102- |42.99|47.29|51.59|42.99|0|0
  4964/1 - DUCHA MAXI LORENZETTI 220V                         |25|42.51|46.89|51|42.51|0|0
  3059/5 - DUCHA MULTITEMPERATURA 8T 5500W 127V               |0|99.26|109.19|119.1|99.26|0|0
  3058/8 - DUCHA MULTITEMPERATURA SPOT 8T 5500W 127V          |4|76.12|83.74|91.3|76.12|0|0
  7083/6 - DUCHA TOP JET MULTI 127V LORENZETTI                |24|73.4|76.89|83.88|69.9|0|0
  1448/9 - DUREPOXI 100G                                      |3|10.39|11.5|12.5|10.39|0|0
  1447/2 - DUREPOXI 50G                                       |30|5.38|5.92|6.39|5.38|0|0
  7195/6 - DUREPOXI LIQ. 16G                                  |10|12.25|13.47|14.7|12.25|0|0
  6179/7 - DUTO TIJOLINHO                                     |74|50|55|60|50|0|0
  4998/6 - EBULIDOR ALUMINIO 1000W 127V                       |0|39.69|43.6|47.6|39.69|0|0
  1787/9 - ECOPRIMER 18LT                                     |2|99.9|109.89|119.9|99.9|0|0
  1781/7 - ECOPRIMER 3,6L                                     |59|28.88|31.77|34.7|28.88|0|0
  3270/4 - ECOPRIMER FR 1L                                    |39|18.02|19.82|21.6|18.02|0|0
  7047/8 - EJETOR EP-1-0 DANCOR                               |1|179.9|197.89|215.88|179.9|0|0
  3519/4 - ELETRO BOIA 15A KB                                 |11|51.78|56.96|62.14|51.78|0|0
  3135/6 - ELETRO BOIA 25A KB                                 |6|55|60.5|66|55|0|0
  7383/7 - ELETRODO ALUMINIO                                  |      29- |3.5|3.85|4.2|3.5|0|0
  2196/8 - ELETRODO DENVER 6013 2,50MM                        |     302- |13.99|15.39|16.79|13.99|0|0
  2144/9 - ELETRODO GERDAU 6013 3,25MM                        |0|10.76|11.84|12.9|10.76|0|0
  1761/9 - ELETRODO P/ FERRO FUNDIDO                          |119|9.9|10.89|11.88|9.9|0|0
  2212/5 - ELETRODO P/ INOX                                   |      53- |7.9|8.69|9.48|7.9|0|0
  2030/5 - ELETRODO STANDARD 6013 2,50MM                      |41|11.99|13.18|14.38|11.99|0|0
  2035/0 - ELETRODO STAR DS 13 2,50 350X5                     |34|10.36|11.39|12.4|10.36|0|0
  5179/8 - ELETRODUTO 1 1/2 3M AMANCO                         |26|22.78|25.06|27.34|22.78|0|0
  2507/2 - ELETRODUTO 1 1/2 3M TIGRE                          |3|29.85|32.88|35.8|29.85|0|0
  5178/1 - ELETRODUTO 1 3M AMANCO                             |35|11.57|11.57|11.57|9.64|0|0
  7044/7 - ELETRODUTO 2 3M TIGRE                              |10|48.99|53.88|58.78|48.99|0|0
  5180/4 - ELETRODUTO 3/4 3M AMANCO                           |132|7.19|7.19|7.19|5.99|0|0
  2493/8 - ELETRODUTO ROSC 1 3M TIGRE                         |      12- |16.99|18.69|20.4|16.99|0|0
  7059/1 - ELETRODUTO ROSC 2 3M AMANCO                        |24|27.48|27.48|27.48|22.9|0|0
  2517/1 - ELETRODUTO ROSC 3/4 3M TIGRE                       |9|10.9|11.99|13.1|10.9|0|0
  1151/8 - ELETRODUTO TIGREFLEX CORRUGADO 20MM X 50M          |1|58.66|64.53|70.4|58.66|0|0
  1152/5 - ELETRODUTO TIGREFLEX CORRUGADO 25MM X 50M          |       8- |79.49|87.44|95.4|79.49|0|0
  6798/0 - EMENDA P/ CABO COAXIAL                             |10|3.2|3.52|3.84|3.2|0|0
  5252/8 - EMENDA P/CALHA PLUVIAL-AMANCO                      |30|23.87|26.16|28.45|23.87|0|0
  4952/8 - EMENDA RETA 1/4                                    |       3- |3.58|3.94|4.3|3.58|0|0
  4953/5 - EMENDA TE 1/4                                      |1|9.35|10.28|11.22|9.35|0|0
   691/0 - EMPOSTA                                            |281|101|111.1|121.2|101|0|0
  1321/5 - EMPOSTA 2 METROS                                   |      10- |37|40.7|44.4|37|0|0
   853/2 - EMPOSTA 3METROS                                    |       7- |56|61.6|67.2|56|0|0
  5258/0 - ENGATE FLEX. 1/2X30 AMANCO                         |16|5.1|5.62|6.09|5.1|0|0
  2858/5 - ENGATE FLEX. 1/2X30 PLENA                          |47|5.35|5.88|6.4|5.35|0|0
  5259/7 - ENGATE FLEX. 1/2X40 AMANCO                         |11|4.68|5.13|5.59|4.68|0|0
  2859/2 - ENGATE FLEX. 1/2X40 PLENA                          |45|5.7|6.27|6.8|5.7|0|0
  5260/3 - ENGATE FLEX. 1/2X50 AMANCO                         |103|7.25|8|8.7|7.25|0|0
  2860/8 - ENGATE FLEX. 1/2X50 PLENA                          |0|7.88|8.67|9.5|7.88|0|0
  5270/2 - ENGATE FLEX. 1/2X60 AMANCO                         |96|9.7|10.67|11.6|9.7|0|0
  2861/5 - ENGATE FLEX. 1/2X60 PLENA                          |71|9.16|10.08|11|9.16|0|0
  4452/3 - ENGATE METAL FLEX 30CM                             |2|15|16.5|18|15|0|0
  4826/2 - ENGATE METAL FLEX 40CM                             |4|17.4|19.14|20.9|17.4|0|0
  4623/7 - ENGATE METAL FLEX 60CM                             |3|23.9|26.29|28.68|23.9|0|0
  3126/4 - ENGATE RAP PASSAGEM 3512                           |2|2.9|3.19|3.5|2.9|0|0
  4954/2 - ENGATE RAPIDO 1/4X3/8 5PCS                         |0|87.96|96.75|105.6|87.96|0|0
  5307/5 - ENGATE RAPIDO 5/8-3/4                              |      12- |8|8.8|9.6|8|0|0
  5461/4 - ENGATE RAPIDO P/MANGUEIRA 1/2                      |      19- |4|4.4|4.8|4|0|0
  2730/4 - ENTRADA MAQ. LAVAR 1,40M                           |24|7.95|8.73|9.55|7.95|0|0
  1221/8 - ENXADA C/ CABO                                     |      11- |29.9|32.89|35.88|29.9|0|0
  7318/9 - ENXADA METALICA TRAMONTINA                         |37|38.9|42.79|46.68|38.9|0|0
  1032/0 - ENXADAO C/CABO                                     |      44- |45.98|50.58|55.18|45.98|0|0
  1030/6 - ENXADÃO S/CABO                                     |0|19.5|21.45|23.4|19.5|0|0
   613/2 - ESCADA 13X1 ARTICULADA_3X4 ALUM                    |1|396|435.6|475.2|396|0|0
  4686/2 - ESCADA 13X1 ARTICULADA_4X4 ALUM                    |2|456.63|502.55|548.47|456.63|0|0
  1735/0 - ESCADA ALUM. 3 EM 1 EXTENSIVA 10X2 DEGRAUS         |3|473.06|520.36|567.67|473.06|0|0
  2260/6 - ESCADA ALUM. 3 EM 1 EXTENSIVA 13X2 DEGRAUS         |0|549.9|604.89|659.88|549.9|0|0
  1074/0 - ESCADA ALUM. 3D                                    |0|78|85.8|93.6|78|0|0
  1075/7 - ESCADA ALUM. 4D                                    |14|89.9|98.89|107.88|89.9|0|0
  1076/4 - ESCADA ALUM. 5D                                    |13|119.88|119.88|119.88|99.9|0|0
  1077/1 - ESCADA ALUM. 6D                                    |16|134|147.4|160.8|134|0|0
  1078/8 - ESCADA ALUM. 7D                                    |5|159.9|175.89|191.88|159.9|0|0
  2348/1 - ESCADA ALUM. 8 DEGRAUS                             |11|184.84|203.64|221.39|184.84|0|0
  2349/8 - ESCADA ALUM. 9 DEGRAUS                             |8|243.27|267.6|291.92|243.27|0|0
  3296/4 - ESCADA BANCO DE ALUM 3D                            |0|63.57|69.77|76.3|63.57|0|0
  7629/6 - ESCADA FIBRA EXT. PROFISSIONAL 19 DEGRAUS          |0|839.99|923.98|1007.98|839.99|0|0
  7630/2 - ESCADA FIBRA EXT. PROFISSIONAL 25 DEGRAUS          |0|1095|1204.5|1314|1095|0|0
  7123/9 - ESCORA 3M                                          |366|6|6.6|7.2|6|0|0
   742/9 - ESCOVA CIRCULAR 3X3/8 HASTE 1/4                    |0|7.26|7.99|8.7|7.26|0|0
   745/0 - ESCOVA CIRCULAR 6X1/2 ONDULADA                     |8|32|35.2|38.4|32|0|0
   746/7 - ESCOVA CIRCULAR 6X3/4X1/2                          |15|58.9|64.79|70.68|58.9|0|0
  7112/3 - ESCOVA CIRCULAR ACO CARB. 4 1/2 X 1/2              |0|18.6|20.46|22.32|18.6|0|0
  3510/1 - ESCOVA COPO 2 1/2 ACO CARBONO                      |12|29.16|32.07|35|29.16|0|0
  3511/8 - ESCOVA COPO 2 1/2 ACO TEMPERADO                    |9|30.9|33.99|37.1|30.9|0|0
  2417/4 - ESCOVA COPO 2 1/2 ENTRACADO                        |       2- |28.62|31.48|34.34|28.62|0|0
   743/6 - ESCOVA COPO 2 1/2 ONDULADO                         |5|36.88|40.57|44.26|36.88|0|0
  7209/0 - ESCOVA COPO 2 ONDULADA 1/4                         |6|17.99|19.78|21.58|17.99|0|0
  6779/9 - ESCOVA COPO 3 ONDULADA                             |2|34.8|38.28|41.76|34.8|0|0
  6778/2 - ESCOVA COPO 3 TRANCADA                             |0|54.99|60.48|65.98|54.99|0|0
  3512/5 - ESCOVA COPO 4 ACO CARBONO                          |0|49.9|54.89|59.9|49.9|0|0
  5009/8 - ESCOVA COPO 4 ONDULADA                             |22|70.78|77.86|84.94|70.78|0|0
   744/3 - ESCOVA COPO 4 TRANCADA TRAMONTINA                  |14|99.9|109.89|119.88|99.9|0|0
  7400/1 - ESCOVA COPO ACO ENTRANCADO 2 1/2 TRAMONTINA        |1|52.9|58.19|63.48|52.9|0|0
  7398/1 - ESCOVA COPO ARAME ACO ENTRANCADO 3 TRAMONTINA      |5|69.9|76.89|83.88|69.9|0|0
  2213/2 - ESCOVA DE ACO ROTATIVA 6X3/4X5/8                   |       3- |26.82|29.5|32.2|26.82|26.82|26.82
   124/3 - ESCOVA DE AÇO ROMA S/CABO                          |147|9.99|10.98|11.98|9.99|0|0
  3249/0 - ESCOVA DE CARVAO PARBT-PO 1100E                    |6|16.31|17.94|19.6|16.31|0|0
  3773/0 - ESCOVA MANUAL ACO CABO ESPATULA                    |      35- |5.64|6.2|6.8|5.64|0|0
   126/7 - ESCOVA MANUAL AÇO CABO                             |63|8.8|9.68|10.5|8.8|0|0
  7062/1 - ESCOVA TIPO COPO ARAME ONDULADO 2 1/2              |6|44.95|49.44|53.94|44.95|0|0
  7061/4 - ESCOVA TIPO PINCEL ARAME ONDULADO COM HASTE        |       1- |23.89|26.27|28.66|23.89|0|0
   478/7 - ESCUDO PARA SOLDA                                  |      14- |16.3|17.93|19.56|16.3|0|0
  6542/9 - ESGUICHO AMANCO 1 JATO                             |       1- |11.67|12.83|14|11.67|0|0
  6541/2 - ESGUICHO AMANCO 8 EM 1                             |3|24.03|26.43|28.83|24.03|0|0
  6540/5 - ESGUICHO AMANCO SIMPLES                            |       2- |2.25|2.47|2.7|2.25|0|0
  2848/6 - ESGUICHO MANG. 1/2 ASTRA                           |21|8.06|8.9|9.71|8.06|0|0
   396/4 - ESMERIL DE BANCO BIVOLT                            |1|198.48|218.93|238.18|198.48|0|0
  6709/6 - ESMERILHADEIRA 4 1/2 ANGULAR GAMMA HG052KBRI       |       2- |179.9|197.89|215.88|179.9|0|0
  2308/5 - ESMERILHADEIRA 4 1/2 EINHELL                       |0|226.48|249.13|271.8|226.48|0|0
  2577/5 - ESMERILHADEIRA 4 1/2 GAMMA HG003BRI                |3|219.9|241.89|263.88|219.9|0|0
  4873/6 - ESMERILHADEIRA ANG 180MM 7 GA7030-110V             |1|544|598.4|652.8|544|0|0
  7479/7 - ESMERILHADEIRA ANG. 7" M0920G 127V MAKITA          |2|576.72|634.39|692.06|576.72|0|0
  3359/6 - ESMERILHADEIRA ANGULAR 41/2 GA5030                 |       1- |316.8|348.48|380.2|316.8|0|0
  3607/8 - ESMERILHADEIRA ANGULAR 7 GA7020 127V MAKITA        |4|752|827.2|902.4|752|0|0
  6102/5 - ESMERILHADEIRA ANGULAR 7 MGA92A 220V               |0|526.43|579.08|631.72|526.43|0|0
  7672/2 - ESMERILHADEIRA ANGULAR 7" 127V 2000W GAMMA         |0|410.58|451.63|492.69|410.58|0|0
  3357/2 - ESMERILHADEIRA ANGULAR 7" GA7020 220V              |       1- |750.4|825.44|895.79|750.4|0|0
  1359/8 - ESMERILHADEIRA ANGULAR 7" MGA92A 110V              |0|509.99|560.99|637.48|509.99|0|0
  7273/1 - ESMERILHADEIRA ANGULAR 710W 110V GOODYEAR          |6|159.9|175.89|191.88|159.9|0|0
  7689/0 - ESMERILHADEIRA ANGULAR 710W 110V HAMMER            |0|129.89|142.3|155.53|142.3|0|0
  4196/6 - ESMERILHADEIRA ANGULAR 9557HNG 110V                |1|493.5|542.85|592.2|493.5|0|0
  2575/1 - ESMERILHADEIRA ANGULAR 9557HNG-220V                |2|526.4|579.04|631.68|526.4|0|0
  4752/4 - ESMERILHADEIRA ANGULAR GA4530-110V                 |16|399.9|439.89|479.88|399.9|0|0
  6697/6 - ESMERILHADEIRA ANGULAR GWS 7-115 127V BOSCH        |       1- |397.49|437.24|476.99|397.49|0|0
  7846/7 - ESMERILHADEIRA ANGULAR HAMMER 850W 110V            |0|179.9|197.89|215.88|179.9|0|0
  4904/7 - ESMERILHADEIRA ANGULAR HNG9557-110V                |4|357.2|392.92|428.6|357.2|0|0
  4872/9 - ESMERILHADEIRA ANGULAR M0901G-127V                 |5|279.9|307.89|335.88|279.9|0|0
  6103/2 - ESMERILHADEIRA ANGULAR M0901G-220V                 |1|359|394.9|430.8|359|0|0
  6713/3 - ESMERILHADEIRA ANGULAR M9507G MAKITA               |1|269.9|296.89|323.88|269.9|0|0
  3608/5 - ESMERILHADEIRA ANGULAR MGA90B 4 1/2 110V           |11|235.72|259.86|282.9|235.72|0|0
  4684/8 - ESMERILHADEIRA ANGULAR MGA90B 4 1/2 220V           |       1- |220|242|264|220|0|0
  1412/0 - ESMERILHADEIRA GWS 22-180-110V BOSCH               |1|564.05|620.45|676.9|564.05|0|0
   750/4 - ESMERILHADEIRA MGA 450 4 1/2 MAKITA                |15|214.56|235.42|257.5|214.56|0|0
  6869/7 - ESMERILHADEIRA MGA452                              |0|600|660|720|600|0|0
  5116/3 - ESPACADOR AZULEJO 1,5MM 100PCS                     |105|3.19|3.5|3.83|3.19|0|0
  4918/4 - ESPACADOR AZULEJO 1MM 100 PCS                      |94|2.92|3.2|3.46|2.92|0|0
  5460/7 - ESPACADOR AZULEJO 2MM 100PCS                       |46|3.55|3.91|4.3|3.55|0|0
  3723/5 - ESPACADOR AZULEJO 3MM 100PCS                       |21|3.56|3.92|4.28|3.56|0|0
  3724/2 - ESPACADOR AZULEJO 4MM 100PCS                       |75|3.89|4.27|4.7|3.89|0|0
  2539/3 - ESPACADOR AZULEJO 5MM 100 PCS                      |94|3.91|4.3|4.7|3.91|0|0
  2534/8 - ESPACADOR AZULEJO 8MM 100PCS                       |32|3.14|3.45|3.8|3.14|0|0
  6873/4 - ESPACADOR NIVELADOR PISO 100PCS 1,5MM              |       1- |17.75|19.52|21.3|17.75|0|0
  6872/7 - ESPACADOR NIVELADOR PISO 100PCS 1MM                |5|17.17|18.87|20.64|17.17|0|0
  4692/3 - ESPACADOR P/TIJOLO DE VIDRO                        |       9- |8.47|9.33|10.15|8.47|0|0
  3419/7 - ESPATULA ACO INOX 10,2CM                           |15|26|28.6|31.2|26|0|0
  3536/1 - ESPATULA ACO INOX 6,3CM                            |      22- |5.8|6.38|7|5.8|0|0
  3537/8 - ESPATULA ACO INOX 7,6CM                            |9|20|22|24|20|0|0
  1407/6 - ESPATULA DE ACO CARBONO 10CM                       |24|9.26|10.16|11.07|9.26|0|0
  4978/8 - ESPATULA DE ACO CARBONO 12CM                       |9|9.68|10.65|11.63|9.68|0|0
  1406/9 - ESPATULA DE ACO CARBONO 6CM                        |      98- |6.8|7.45|8.2|6.8|0|0
  3544/6 - ESPATULA DE ACO CARBONO 8CM                        |34|7.15|7.84|8.6|7.15|0|0
  3856/0 - ESPATULA PLASTICA 13,1CM                           |4|2.4|2.65|2.87|2.4|0|0
  3542/2 - ESPATULA PLASTICA DENTADA 10CM                     |5|3.07|3.38|3.7|3.07|0|0
  3543/9 - ESPATULA PLASTICA DENTADA 20CM                     |13|4.2|4.62|5|4.2|0|0
